State,City,District,Crime Type,Date & Time,Latitude,Longitude,Accused Age,Accused Gender,Prior Convictions,Victim Age,Victim Gender,Victim Relationship,FIR Filed,Case Status
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,4/24/2021 10:40,11.0168,76.9558,57,Female,3,64,Female,Family,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Fraud,11/8/2022 0:25,27.1767,78.0081,38,Female,0,6,Female,Friend,Yes,Solved
Maharashtra,Nagpur,Nagpur,Murder,2/13/2024 13:46,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Maharashtra,Nagpur,Nagpur,Theft,1/11/2022 6:43,21.1458,79.0882,54,Male,4,6,Female,Friend,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Murder,1/16/2021 5:56,27.1767,78.0081,57,Female,1,32,Female,Neighbor,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Murder,1/6/2023 18:19,25.3176,82.9739,30,Male,0,24,Male,Colleague,No,Unsolved
Maharashtra,Pune,Pune,Burglary,3/24/2022 22:50,18.5204,73.8567,45,Female,5,48,Male,Friend,No,Solved
Uttar Pradesh,Barabanki,Lucknow,Fraud,1/4/2024 3:21,26.8467,80.9462,35,Female,3,76,Female,Colleague,Yes,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Burglary,7/28/2022 11:15,19.076,72.8777,34,Male,2,44,Male,Family,Yes,Solved
Maharashtra,Pune,Pune,Burglary,2/19/2024 10:12,18.5204,73.8567,20,Female,5,8,Female,Colleague,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,12/7/2022 9:53,26.4499,80.3319,28,Male,4,22,Female,Friend,Yes,Solved
Uttar Pradesh,Agra,Agra,Assault,7/30/2021 1:50,27.1767,78.0081,27,Male,3,16,Male,Neighbor,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Assault,10/30/2023 16:47,11.0168,76.9558,23,Male,3,61,Male,Neighbor,No,Solved
Maharashtra,Nagpur,Nagpur,Kidnapping,11/29/2023 9:48,21.1458,79.0882,32,Male,3,76,Male,Neighbor,No,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,5/4/2021 8:34,13.0827,80.2707,48,Male,0,65,Female,Colleague,Yes,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,11/28/2021 7:53,27.1767,78.0081,31,Male,3,24,Male,Family,Yes,Solved
Uttar Pradesh,Barabanki,Lucknow,Murder,3/29/2023 11:58,26.8467,80.9462,57,Male,5,7,Male,Friend,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,4/16/2024 3:22,11.0168,76.9558,22,Male,1,28,Female,Friend,No,Unsolved
Maharashtra,Thane,Thane,Fraud,1/8/2024 6:52,19.2183,72.9781,19,Female,4,42,Female,Family,No,Unsolved
Maharashtra,Pune,Pune,Assault,11/24/2020 6:42,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Burglary,9/4/2024 20:49,21.1458,79.0882,29,Female,3,30,Female,Neighbor,No,Ongoing
Maharashtra,Pune,Pune,Burglary,3/19/2023 23:23,18.5204,73.8567,45,Female,0,30,Female,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Fraud,4/22/2024 1:52,11.0168,76.9558,21,Female,3,16,Female,Family,No,Unsolved
Maharashtra,Pune,Pune,Assault,11/24/2020 6:42,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Burglary,6/3/2021 3:12,27.1767,78.0081,22,Male,5,39,Female,Friend,No,Solved
Maharashtra,Nagpur,Nagpur,Burglary,10/15/2024 6:56,21.1458,79.0882,46,Female,4,29,Male,Friend,No,Unsolved
Uttar Pradesh,Mohanlalganj,Lucknow,Murder,10/5/2020 21:26,26.8467,80.9462,32,Female,3,66,Male,Neighbor,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,11/24/2024 2:14,26.4499,80.3319,46,Female,5,71,Female,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Fraud,10/16/2020 0:37,27.1767,78.0081,56,Female,0,32,Male,Neighbor,No,Unsolved
Maharashtra,Nagpur,Nagpur,Murder,2/13/2024 13:46,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,7/17/2020 23:44,11.0168,76.9558,44,Male,3,35,Male,Colleague,Yes,Solved
Maharashtra,Nagpur,Nagpur,Murder,2/13/2024 13:46,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,12/13/2020 12:18,26.4499,80.3319,55,Male,1,48,Male,Family,Yes,Solved
Maharashtra,Nagpur,Nagpur,Murder,2/13/2024 13:46,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Murder,4/10/2021 3:07,11.0168,76.9558,33,Female,5,22,Female,Stranger,No,Solved
Maharashtra,Thane,Thane,Theft,11/8/2022 8:15,19.2183,72.9781,19,Female,3,32,Male,Stranger,No,Unsolved
Uttar Pradesh,Agra,Agra,Fraud,8/1/2024 7:08,27.1767,78.0081,42,Female,5,62,Female,Family,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2/8/2021 13:00,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,10/25/2020 6:26,26.4499,80.3319,20,Male,2,68,Male,Colleague,No,Solved
Uttar Pradesh,Malihabad,Lucknow,Murder,6/15/2021 18:36,26.8467,80.9462,24,Male,0,9,Female,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Theft,8/11/2023 10:14,11.0168,76.9558,58,Male,4,59,Male,Friend,No,Solved
Maharashtra,Pune,Pune,Fraud,4/3/2022 22:31,18.5204,73.8567,31,Male,3,55,Female,Stranger,No,Ongoing
Maharashtra,Dombivli,Mumbai,Fraud,8/4/2020 10:38,19.076,72.8777,36,Male,3,51,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,4/5/2023 23:19,26.4499,80.3319,30,Male,2,65,Male,Stranger,No,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Theft,10/26/2020 8:48,19.076,72.8777,32,Female,5,29,Female,Colleague,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,7/6/2023 11:29,13.0827,80.2707,42,Female,4,6,Female,Neighbor,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Assault,6/3/2020 11:45,25.3176,82.9739,28,Female,2,24,Male,Neighbor,Yes,Solved
Uttar Pradesh,Chinhat,Lucknow,Theft,4/23/2022 5:42,26.8467,80.9462,56,Male,5,62,Male,Friend,No,Solved
Maharashtra,Pune,Pune,Kidnapping,12/9/2024 5:52,18.5204,73.8567,32,Female,2,56,Female,Stranger,No,Ongoing
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Burglary,12/18/2023 2:28,26.8467,80.9462,60,Male,5,75,Male,Neighbor,No,Unsolved
Tamil Nadu,Chennai,Chennai,Fraud,9/24/2020 13:49,13.0827,80.2707,27,Female,0,70,Female,Stranger,No,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,7/13/2023 19:24,13.0827,80.2707,49,Male,2,68,Male,Family,Yes,Ongoing
Maharashtra,Pune,Pune,Theft,7/14/2023 20:03,18.5204,73.8567,39,Male,5,43,Female,Friend,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,3/26/2023 17:02,11.0168,76.9558,32,Female,4,69,Female,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,3/19/2020 11:51,11.0168,76.9558,30,Female,5,75,Male,Family,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Burglary,1/1/2024 6:13,21.1458,79.0882,58,Male,3,30,Male,Friend,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Assault,3/12/2023 13:06,11.0168,76.9558,34,Female,3,14,Male,Stranger,Yes,Solved
Maharashtra,Pune,Pune,Murder,11/11/2024 21:05,18.5204,73.8567,33,Male,3,76,Male,Family,Yes,Solved
Maharashtra,Nagpur,Nagpur,Theft,5/25/2022 15:49,21.1458,79.0882,23,Male,0,40,Male,Stranger,No,Solved
Tamil Nadu,Chennai,Chennai,Assault,5/9/2023 19:20,13.0827,80.2707,34,Male,3,42,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Burglary,6/30/2022 13:26,25.3176,82.9739,24,Male,0,17,Male,Family,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Assault,5/31/2021 10:10,25.3176,82.9739,48,Male,3,6,Male,Colleague,No,Ongoing
Uttar Pradesh,Agra,Agra,Assault,10/26/2021 4:10,27.1767,78.0081,24,Male,3,25,Female,Neighbor,No,Unsolved
Tamil Nadu,Chennai,Chennai,Fraud,7/6/2023 11:29,13.0827,80.2707,42,Female,4,6,Female,Neighbor,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Assault,8/28/2020 13:48,11.0168,76.9558,60,Female,4,40,Female,Neighbor,No,Ongoing
Maharashtra,Dombivli,Mumbai,Burglary,3/31/2023 17:35,19.076,72.8777,48,Female,1,54,Female,Stranger,No,Solved
Uttar Pradesh,Malihabad,Lucknow,Murder,6/15/2021 18:36,26.8467,80.9462,24,Male,0,9,Female,Family,No,Ongoing
Maharashtra,Kalyan,Mumbai,Kidnapping,11/4/2021 12:08,19.076,72.8777,31,Male,0,33,Male,Colleague,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2/10/2022 20:53,11.0168,76.9558,20,Male,0,70,Female,Family,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,1/3/2024 20:38,11.0168,76.9558,31,Male,2,12,Male,Friend,Yes,Unsolved
Maharashtra,Pune,Pune,Theft,7/14/2023 20:03,18.5204,73.8567,39,Male,5,43,Female,Friend,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Fraud,11/27/2022 18:33,25.3176,82.9739,39,Male,5,22,Female,Neighbor,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,10/7/2023 13:31,25.3176,82.9739,28,Female,4,32,Female,Colleague,Yes,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Assault,10/6/2020 22:53,19.076,72.8777,18,Female,1,46,Male,Family,Yes,Solved
Maharashtra,Nagpur,Nagpur,Kidnapping,12/17/2023 16:14,21.1458,79.0882,37,Male,4,20,Female,Colleague,No,Unsolved
Uttar Pradesh,Agra,Agra,Murder,5/12/2021 0:15,27.1767,78.0081,37,Male,2,31,Female,Stranger,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Fraud,3/11/2024 4:07,13.0827,80.2707,47,Male,0,44,Female,Friend,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,6/25/2021 9:10,11.0168,76.9558,46,Male,0,66,Female,Family,No,Solved
Maharashtra,Navi Mumbai,Mumbai,Fraud,8/22/2022 9:16,19.076,72.8777,40,Female,3,17,Male,Colleague,No,Unsolved
Maharashtra,Thane,Thane,Fraud,1/8/2024 6:52,19.2183,72.9781,19,Female,4,42,Female,Family,No,Unsolved
Maharashtra,Thane,Thane,Fraud,11/22/2023 9:49,19.2183,72.9781,21,Female,4,30,Female,Family,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Assault,10/3/2021 12:16,27.1767,78.0081,28,Male,5,47,Male,Neighbor,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,10/7/2023 13:31,25.3176,82.9739,28,Female,4,32,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Chinhat,Lucknow,Fraud,6/30/2023 7:31,26.8467,80.9462,25,Male,4,15,Male,Friend,No,Ongoing
Maharashtra,Thane,Thane,Fraud,2/7/2023 12:54,19.2183,72.9781,57,Male,3,5,Female,Colleague,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Fraud,4/22/2024 1:52,11.0168,76.9558,21,Female,3,16,Female,Family,No,Unsolved
Uttar Pradesh,Agra,Agra,Theft,5/16/2024 2:17,27.1767,78.0081,30,Female,0,17,Female,Stranger,No,Solved
Tamil Nadu,Chennai,Chennai,Murder,6/26/2020 14:11,13.0827,80.2707,56,Male,1,19,Male,Colleague,Yes,Ongoing
Maharashtra,Vasai,Mumbai,Murder,8/18/2020 7:44,19.076,72.8777,41,Male,4,72,Female,Neighbor,No,Unsolved
Maharashtra,Kalyan,Mumbai,Murder,7/23/2022 23:41,19.076,72.8777,36,Male,2,8,Male,Stranger,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Burglary,4/20/2021 2:54,25.3176,82.9739,18,Male,3,32,Female,Stranger,Yes,Ongoing
Maharashtra,Thane,Mumbai,Theft,7/21/2020 14:51,19.076,72.8777,57,Female,1,16,Male,Colleague,No,Solved
Maharashtra,Bhiwandi,Mumbai,Fraud,3/12/2021 3:28,19.076,72.8777,53,Female,1,55,Female,Neighbor,Yes,Unsolved
Maharashtra,Pune,Pune,Kidnapping,2/23/2021 21:50,18.5204,73.8567,32,Male,5,47,Female,Stranger,Yes,Ongoing
Maharashtra,Dombivli,Mumbai,Fraud,8/4/2020 10:38,19.076,72.8777,36,Male,3,51,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2/6/2022 6:35,25.3176,82.9739,41,Female,4,73,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Kakori,Lucknow,Fraud,4/12/2024 15:38,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Maharashtra,Pune,Pune,Kidnapping,5/27/2022 0:48,18.5204,73.8567,47,Male,2,48,Female,Neighbor,No,Ongoing
Tamil Nadu,Chennai,Chennai,Theft,3/11/2020 11:36,13.0827,80.2707,32,Male,2,17,Male,Family,Yes,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Theft,7/8/2022 22:55,19.076,72.8777,18,Female,3,30,Male,Colleague,No,Ongoing
Maharashtra,Pune,Pune,Kidnapping,7/23/2020 21:44,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Maharashtra,Dombivli,Mumbai,Fraud,8/2/2022 0:48,19.076,72.8777,27,Male,1,13,Female,Friend,No,Solved
Maharashtra,Nagpur,Nagpur,Burglary,9/12/2024 3:25,21.1458,79.0882,50,Female,3,70,Male,Family,Yes,Ongoing
Uttar Pradesh,Gosainganj,Lucknow,Theft,4/13/2023 10:02,26.8467,80.9462,57,Female,1,56,Female,Friend,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,7/14/2022 21:23,13.0827,80.2707,24,Male,3,5,Female,Stranger,No,Solved
Maharashtra,Thane,Mumbai,Theft,4/29/2020 23:08,19.076,72.8777,38,Male,3,80,Male,Colleague,Yes,Solved
Maharashtra,Pune,Pune,Burglary,3/19/2023 23:23,18.5204,73.8567,45,Female,0,30,Female,Family,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,5/4/2023 7:26,13.0827,80.2707,30,Female,4,60,Female,Family,No,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,9/7/2020 3:25,27.1767,78.0081,55,Female,5,80,Male,Stranger,No,Ongoing
Maharashtra,Nagpur,Nagpur,Theft,8/31/2023 6:50,21.1458,79.0882,35,Female,0,22,Male,Neighbor,No,Unsolved
Maharashtra,Vasai,Mumbai,Fraud,4/5/2022 23:40,19.076,72.8777,43,Male,5,62,Female,Neighbor,Yes,Solved
Maharashtra,Nagpur,Nagpur,Theft,8/23/2024 6:22,21.1458,79.0882,27,Male,3,15,Female,Family,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,10/25/2020 6:26,26.4499,80.3319,20,Male,2,68,Male,Colleague,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,4/23/2022 2:36,26.4499,80.3319,36,Male,4,66,Male,Family,No,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,5/4/2021 8:34,13.0827,80.2707,48,Male,0,65,Female,Colleague,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Murder,11/17/2020 14:35,26.4499,80.3319,30,Male,0,6,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2/6/2022 6:35,25.3176,82.9739,41,Female,4,73,Male,Stranger,Yes,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Assault,10/6/2020 22:53,19.076,72.8777,18,Female,1,46,Male,Family,Yes,Solved
Maharashtra,Nagpur,Nagpur,Burglary,1/1/2024 6:13,21.1458,79.0882,58,Male,3,30,Male,Friend,No,Ongoing
Maharashtra,Bhiwandi,Mumbai,Fraud,3/29/2024 5:04,19.076,72.8777,56,Male,4,34,Female,Neighbor,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,5/13/2022 12:49,26.4499,80.3319,45,Female,5,40,Female,Family,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,3/19/2020 11:51,11.0168,76.9558,30,Female,5,75,Male,Family,Yes,Unsolved
Maharashtra,Thane,Thane,Theft,11/8/2022 8:15,19.2183,72.9781,19,Female,3,32,Male,Stranger,No,Unsolved
Uttar Pradesh,Agra,Agra,Theft,11/27/2024 8:37,27.1767,78.0081,36,Female,1,33,Male,Stranger,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Theft,5/25/2022 15:49,21.1458,79.0882,23,Male,0,40,Male,Stranger,No,Solved
Maharashtra,Nagpur,Nagpur,Fraud,11/4/2024 22:50,21.1458,79.0882,57,Male,5,40,Male,Stranger,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,8/28/2022 17:19,26.4499,80.3319,33,Female,2,49,Male,Family,No,Unsolved
Maharashtra,Thane,Mumbai,Theft,7/21/2020 14:51,19.076,72.8777,57,Female,1,16,Male,Colleague,No,Solved
Maharashtra,Thane,Thane,Assault,1/7/2023 22:25,19.2183,72.9781,25,Female,4,45,Male,Stranger,No,Unsolved
Maharashtra,Dombivli,Mumbai,Fraud,8/4/2020 10:38,19.076,72.8777,36,Male,3,51,Female,Colleague,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Theft,10/4/2024 13:10,13.0827,80.2707,46,Female,4,53,Female,Friend,Yes,Ongoing
Maharashtra,Dombivli,Mumbai,Fraud,8/4/2020 10:38,19.076,72.8777,36,Male,3,51,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,12/31/2024 18:12,25.3176,82.9739,18,Male,2,61,Male,Colleague,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Fraud,12/25/2022 5:37,25.3176,82.9739,35,Male,4,50,Male,Colleague,No,Unsolved
Tamil Nadu,Chennai,Chennai,Fraud,7/6/2023 11:29,13.0827,80.2707,42,Female,4,6,Female,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Murder,2/18/2021 9:03,27.1767,78.0081,41,Female,0,43,Male,Colleague,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Murder,7/10/2020 17:05,21.1458,79.0882,55,Female,5,80,Male,Friend,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,4/27/2020 15:57,13.0827,80.2707,42,Male,3,26,Female,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Fraud,6/25/2024 6:05,18.5204,73.8567,50,Female,5,17,Female,Friend,No,Unsolved
Maharashtra,Thane,Thane,Theft,6/5/2024 22:18,19.2183,72.9781,55,Female,3,35,Female,Stranger,Yes,Solved
Maharashtra,Pune,Pune,Theft,11/10/2020 2:53,18.5204,73.8567,50,Female,0,62,Female,Stranger,No,Solved
Maharashtra,Nagpur,Nagpur,Fraud,12/29/2021 9:02,21.1458,79.0882,25,Male,1,53,Male,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2/21/2021 14:14,11.0168,76.9558,40,Male,0,11,Female,Friend,No,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,12/17/2023 16:14,21.1458,79.0882,37,Male,4,20,Female,Colleague,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Assault,3/27/2020 16:42,11.0168,76.9558,45,Female,4,5,Female,Neighbor,No,Unsolved
Maharashtra,Thane,Thane,Murder,7/7/2021 3:27,19.2183,72.9781,37,Female,1,17,Male,Colleague,No,Solved
Uttar Pradesh,Kakori,Lucknow,Theft,2/18/2020 3:01,26.8467,80.9462,39,Male,0,26,Female,Friend,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2/8/2021 13:00,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Maharashtra,Thane,Thane,Murder,7/7/2021 3:27,19.2183,72.9781,37,Female,1,17,Male,Colleague,No,Solved
Maharashtra,Thane,Thane,Assault,1/7/2023 22:25,19.2183,72.9781,25,Female,4,45,Male,Stranger,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,12/31/2024 18:12,25.3176,82.9739,18,Male,2,61,Male,Colleague,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Assault,7/4/2021 22:44,11.0168,76.9558,42,Male,1,63,Female,Family,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Theft,11/19/2023 23:52,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,8/10/2022 12:20,11.0168,76.9558,56,Male,1,59,Male,Friend,Yes,Solved
Maharashtra,Thane,Thane,Theft,6/16/2023 15:44,19.2183,72.9781,53,Female,1,66,Male,Stranger,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,12/6/2022 19:17,25.3176,82.9739,54,Male,1,62,Male,Family,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,7/14/2022 4:59,26.4499,80.3319,45,Female,3,22,Male,Neighbor,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,10/6/2020 17:31,26.4499,80.3319,18,Male,4,68,Female,Neighbor,Yes,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,4/7/2022 14:31,13.0827,80.2707,19,Male,4,77,Male,Colleague,Yes,Ongoing
Maharashtra,Pune,Pune,Murder,6/12/2023 1:25,18.5204,73.8567,29,Female,3,72,Male,Neighbor,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Assault,7/13/2021 0:36,13.0827,80.2707,21,Female,2,57,Female,Family,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Burglary,9/4/2024 20:49,21.1458,79.0882,29,Female,3,30,Female,Neighbor,No,Ongoing
Uttar Pradesh,Agra,Agra,Theft,5/16/2024 2:17,27.1767,78.0081,30,Female,0,17,Female,Stranger,No,Solved
Maharashtra,Pune,Pune,Theft,9/26/2020 2:05,18.5204,73.8567,56,Female,1,51,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Theft,11/19/2023 23:52,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Theft,11/19/2023 23:52,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Maharashtra,Nagpur,Nagpur,Kidnapping,11/29/2023 9:48,21.1458,79.0882,32,Male,3,76,Male,Neighbor,No,Ongoing
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Burglary,12/18/2023 2:28,26.8467,80.9462,60,Male,5,75,Male,Neighbor,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Fraud,11/27/2022 18:33,25.3176,82.9739,39,Male,5,22,Female,Neighbor,No,Solved
Maharashtra,Nagpur,Nagpur,Burglary,10/15/2024 6:56,21.1458,79.0882,46,Female,4,29,Male,Friend,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,12/6/2022 19:17,25.3176,82.9739,54,Male,1,62,Male,Family,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2/8/2021 13:00,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Burglary,7/28/2022 11:15,19.076,72.8777,34,Male,2,44,Male,Family,Yes,Solved
Maharashtra,Nagpur,Nagpur,Murder,2/13/2024 13:46,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,9/23/2022 19:15,26.4499,80.3319,59,Male,1,52,Male,Colleague,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Assault,6/3/2020 11:45,25.3176,82.9739,28,Female,2,24,Male,Neighbor,Yes,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,11/28/2021 7:53,27.1767,78.0081,31,Male,3,24,Male,Family,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,9/23/2022 19:15,26.4499,80.3319,59,Male,1,52,Male,Colleague,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2/6/2022 6:35,25.3176,82.9739,41,Female,4,73,Male,Stranger,Yes,Ongoing
Maharashtra,Dombivli,Mumbai,Fraud,12/18/2022 18:13,19.076,72.8777,27,Female,2,26,Female,Colleague,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Assault,6/3/2020 11:45,25.3176,82.9739,28,Female,2,24,Male,Neighbor,Yes,Solved
Maharashtra,Thane,Thane,Burglary,2/1/2023 7:33,19.2183,72.9781,35,Female,3,23,Female,Stranger,No,Unsolved
Maharashtra,Pune,Pune,Theft,5/9/2024 11:31,18.5204,73.8567,39,Male,4,28,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Murder,3/29/2023 11:58,26.8467,80.9462,57,Male,5,7,Male,Friend,No,Ongoing
Maharashtra,Kalyan,Mumbai,Kidnapping,11/4/2021 12:08,19.076,72.8777,31,Male,0,33,Male,Colleague,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Burglary,9/12/2024 3:25,21.1458,79.0882,50,Female,3,70,Male,Family,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,12/29/2021 9:02,21.1458,79.0882,25,Male,1,53,Male,Family,No,Ongoing
Uttar Pradesh,Agra,Agra,Fraud,4/23/2024 21:04,27.1767,78.0081,57,Male,1,67,Female,Colleague,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Murder,1/21/2021 10:03,27.1767,78.0081,27,Female,1,74,Male,Family,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,10/7/2023 13:31,25.3176,82.9739,28,Female,4,32,Female,Colleague,Yes,Ongoing
Maharashtra,Pune,Pune,Burglary,3/24/2022 22:50,18.5204,73.8567,45,Female,5,48,Male,Friend,No,Solved
Uttar Pradesh,Agra,Agra,Assault,9/23/2020 15:35,27.1767,78.0081,31,Female,0,77,Female,Friend,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,4/25/2021 4:21,13.0827,80.2707,32,Male,4,39,Female,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Theft,7/17/2020 23:44,11.0168,76.9558,44,Male,3,35,Male,Colleague,Yes,Solved
Uttar Pradesh,Gosainganj,Lucknow,Kidnapping,6/20/2021 22:31,26.8467,80.9462,47,Male,2,51,Female,Friend,Yes,Ongoing
Maharashtra,Vasai,Mumbai,Burglary,9/14/2024 18:58,19.076,72.8777,35,Male,1,79,Male,Colleague,No,Unsolved
Maharashtra,Navi Mumbai,Mumbai,Burglary,7/28/2022 11:15,19.076,72.8777,34,Male,2,44,Male,Family,Yes,Solved
