ward,crime_type,month,crime_count
Ghodbunder Road,Theft,2019-11,1
Ghodbunder Road,Theft,2020-04,1
Ghodbunder Road,Theft,2020-07,1
Ghodbunder Road,Theft,2021-02,1
Ghodbunder Road,Theft,2021-09,1
Ghodbunder Road,Theft,2021-10,1
Ghodbunder Road,Theft,2021-11,1
Ghodbunder Road,Theft,2022-06,1
Ghodbunder Road,Theft,2022-11,3
Ghodbunder Road,Theft,2022-12,1
Ghodbunder Road,Theft,2023-01,1
Ghodbunder Road,Theft,2023-06,3
Ghodbunder Road,Theft,2023-11,1
Ghodbunder Road,Theft,2023-12,1
Ghodbunder Road,Theft,2024-06,2
Ghodbunder Road,Theft,2024-08,1
Ghodbunder Road,Theft,2024-10,1
Ghodbunder Road,Theft,2024-11,1
Ghodbunder Road,Theft,2025-08,1
Ghodbunder Road,Theft,2025-12,1
Kasarvadavali,Assault,2018-07,1
Kasarvadavali,Assault,2018-08,1
Kasarvadavali,Assault,2018-09,1
Kasarvadavali,Assault,2019-07,1
Kasarvadavali,Assault,2020-06,1
Kasarvadavali,Assault,2020-07,2
Kasarvadavali,Assault,2020-11,2
Kasarvadavali,Assault,2021-07,1
Kasarvadavali,Assault,2022-02,1
Kasarvadavali,Assault,2022-07,1
Kasarvadavali,Assault,2022-08,1
Kasarvadavali,Assault,2023-01,1
Kasarvadavali,Assault,2024-01,1
Kasarvadavali,Assault,2024-06,1
Kasarvadavali,Assault,2024-09,1
Kasarvadavali,Assault,2024-10,1
Kasarvadavali,Assault,2024-12,2
Kasarvadavali,Assault,2025-04,1
Kasarvadavali,Assault,2025-07,2
Kasarvadavali,Assault,2025-11,1
Kasarvadavali,Burglary,2023-02,2
Kasarvadavali,Burglary,2024-07,1
Kasarvadavali,Cheating,2018-04,1
Kasarvadavali,Cheating,2018-05,1
Kasarvadavali,Cheating,2018-06,1
Kasarvadavali,Cheating,2019-05,1
Kasarvadavali,Cheating,2019-06,1
Kasarvadavali,Cheating,2019-09,1
Kasarvadavali,Cheating,2019-10,1
Kasarvadavali,Cheating,2020-07,1
Kasarvadavali,Cheating,2020-08,1
Kasarvadavali,Cheating,2020-11,1
Kasarvadavali,Cheating,2020-12,1
Kasarvadavali,Cheating,2021-05,1
Kasarvadavali,Cheating,2021-08,1
Kasarvadavali,Cheating,2022-12,1
Kasarvadavali,Cheating,2023-03,1
Kasarvadavali,Cheating,2023-06,1
Kasarvadavali,Cheating,2024-02,1
Kasarvadavali,Cheating,2024-03,1
Kasarvadavali,Cheating,2024-08,1
Kasarvadavali,Cheating,2024-10,1
Kasarvadavali,Cheating,2025-06,1
Kasarvadavali,Cheating,2025-09,2
Kasarvadavali,Cheating,2025-11,1
Kasarvadavali,Cybercrime,2018-03,1
Kasarvadavali,Cybercrime,2018-08,1
Kasarvadavali,Cybercrime,2018-10,1
Kasarvadavali,Cybercrime,2019-04,1
Kasarvadavali,Cybercrime,2019-07,1
Kasarvadavali,Cybercrime,2020-01,1
Kasarvadavali,Cybercrime,2021-01,1
Kasarvadavali,Cybercrime,2021-02,2
Kasarvadavali,Cybercrime,2021-05,1
Kasarvadavali,Cybercrime,2021-06,1
Kasarvadavali,Cybercrime,2022-07,1
Kasarvadavali,Cybercrime,2022-12,1
Kasarvadavali,Cybercrime,2023-02,1
Kasarvadavali,Cybercrime,2023-06,1
Kasarvadavali,Cybercrime,2024-03,1
Kasarvadavali,Cybercrime,2025-01,1
Kasarvadavali,Cybercrime,2025-07,1
Kasarvadavali,Domestic Violence,2018-02,1
Kasarvadavali,Domestic Violence,2018-03,1
Kasarvadavali,Domestic Violence,2018-04,1
Kasarvadavali,Domestic Violence,2018-07,1
Kasarvadavali,Domestic Violence,2018-11,1
Kasarvadavali,Domestic Violence,2019-01,1
Kasarvadavali,Domestic Violence,2019-11,1
Kasarvadavali,Domestic Violence,2019-12,1
Kasarvadavali,Domestic Violence,2020-12,1
Kasarvadavali,Domestic Violence,2021-08,1
Kasarvadavali,Domestic Violence,2022-01,1
Kasarvadavali,Domestic Violence,2022-07,1
Kasarvadavali,Domestic Violence,2023-04,3
Kasarvadavali,Domestic Violence,2024-01,2
Kasarvadavali,Domestic Violence,2025-06,2
Kasarvadavali,Drug Offense,2018-01,1
Kasarvadavali,Drug Offense,2018-02,2
Kasarvadavali,Drug Offense,2018-06,1
Kasarvadavali,Drug Offense,2018-07,1
Kasarvadavali,Drug Offense,2018-08,1
Kasarvadavali,Drug Offense,2018-09,1
Kasarvadavali,Drug Offense,2018-10,1
Kasarvadavali,Drug Offense,2019-06,1
Kasarvadavali,Drug Offense,2019-09,1
Kasarvadavali,Drug Offense,2020-02,1
Kasarvadavali,Drug Offense,2020-09,1
Kasarvadavali,Drug Offense,2020-12,3
Kasarvadavali,Drug Offense,2021-04,1
Kasarvadavali,Drug Offense,2021-09,1
Kasarvadavali,Drug Offense,2021-10,1
Kasarvadavali,Drug Offense,2021-12,2
Kasarvadavali,Drug Offense,2022-02,1
Kasarvadavali,Drug Offense,2022-04,1
Kasarvadavali,Drug Offense,2022-10,2
Kasarvadavali,Drug Offense,2023-07,1
Kasarvadavali,Drug Offense,2024-05,1
Kasarvadavali,Drug Offense,2025-01,3
Kasarvadavali,Drug Offense,2025-02,1
Kasarvadavali,Drug Offense,2025-04,1
Kasarvadavali,Drug Offense,2025-06,1
Kasarvadavali,Fraud,2018-05,1
Kasarvadavali,Fraud,2018-12,1
Kasarvadavali,Fraud,2019-04,1
Kasarvadavali,Fraud,2019-05,1
Kasarvadavali,Fraud,2019-08,1
Kasarvadavali,Fraud,2019-10,1
Kasarvadavali,Fraud,2020-09,1
Kasarvadavali,Fraud,2020-10,1
Kasarvadavali,Fraud,2021-03,1
Kasarvadavali,Fraud,2021-05,1
Kasarvadavali,Fraud,2021-08,1
Kasarvadavali,Fraud,2021-09,1
Kasarvadavali,Fraud,2022-01,1
Kasarvadavali,Fraud,2022-05,1
Kasarvadavali,Fraud,2022-06,1
Kasarvadavali,Fraud,2023-02,2
Kasarvadavali,Fraud,2023-03,4
Kasarvadavali,Fraud,2023-09,1
Kasarvadavali,Fraud,2023-10,1
Kasarvadavali,Fraud,2023-11,3
Kasarvadavali,Fraud,2024-01,1
Kasarvadavali,Fraud,2024-04,1
Kasarvadavali,Fraud,2024-05,1
Kasarvadavali,Fraud,2024-06,1
Kasarvadavali,Fraud,2025-03,2
Kasarvadavali,Fraud,2025-06,1
Kasarvadavali,Fraud,2025-08,1
Kasarvadavali,Fraud,2025-09,1
Kasarvadavali,Kidnapping,2018-02,2
Kasarvadavali,Kidnapping,2018-03,1
Kasarvadavali,Kidnapping,2018-07,1
Kasarvadavali,Kidnapping,2018-11,1
Kasarvadavali,Kidnapping,2018-12,2
Kasarvadavali,Kidnapping,2020-01,1
Kasarvadavali,Kidnapping,2020-06,1
Kasarvadavali,Kidnapping,2020-07,1
Kasarvadavali,Kidnapping,2020-08,2
Kasarvadavali,Kidnapping,2020-10,1
Kasarvadavali,Kidnapping,2020-11,1
Kasarvadavali,Kidnapping,2020-12,2
Kasarvadavali,Kidnapping,2021-01,4
Kasarvadavali,Kidnapping,2021-07,1
Kasarvadavali,Kidnapping,2022-05,1
Kasarvadavali,Kidnapping,2022-11,1
Kasarvadavali,Kidnapping,2023-03,1
Kasarvadavali,Kidnapping,2023-11,1
Kasarvadavali,Kidnapping,2024-06,1
Kasarvadavali,Kidnapping,2024-07,1
Kasarvadavali,Kidnapping,2024-08,1
Kasarvadavali,Kidnapping,2025-05,1
Kasarvadavali,Kidnapping,2025-06,1
Kasarvadavali,Kidnapping,2025-07,1
Kasarvadavali,Murder,2018-02,1
Kasarvadavali,Murder,2018-03,1
Kasarvadavali,Murder,2018-08,3
Kasarvadavali,Murder,2018-09,1
Kasarvadavali,Murder,2018-10,1
Kasarvadavali,Murder,2018-12,1
Kasarvadavali,Murder,2019-03,1
Kasarvadavali,Murder,2019-09,1
Kasarvadavali,Murder,2020-02,1
Kasarvadavali,Murder,2020-08,1
Kasarvadavali,Murder,2020-11,1
Kasarvadavali,Murder,2021-01,1
Kasarvadavali,Murder,2021-07,3
Kasarvadavali,Murder,2021-11,4
Kasarvadavali,Murder,2022-02,1
Kasarvadavali,Murder,2023-02,1
Kasarvadavali,Murder,2023-03,2
Kasarvadavali,Murder,2023-07,1
Kasarvadavali,Murder,2024-01,1
Kasarvadavali,Murder,2024-03,1
Kasarvadavali,Murder,2024-05,1
Kasarvadavali,Murder,2025-12,1
Kasarvadavali,Robbery,2018-04,1
Kasarvadavali,Robbery,2018-11,1
Kasarvadavali,Robbery,2019-01,1
Kasarvadavali,Robbery,2019-02,1
Kasarvadavali,Robbery,2019-04,1
Kasarvadavali,Robbery,2019-10,2
Kasarvadavali,Robbery,2020-01,1
Kasarvadavali,Robbery,2020-03,2
Kasarvadavali,Robbery,2020-04,1
Kasarvadavali,Robbery,2020-11,1
Kasarvadavali,Robbery,2020-12,1
Kasarvadavali,Robbery,2021-05,1
Kasarvadavali,Robbery,2021-06,1
Kasarvadavali,Robbery,2021-11,2
Kasarvadavali,Robbery,2022-03,1
Kasarvadavali,Robbery,2022-07,1
Kasarvadavali,Robbery,2022-12,2
Kasarvadavali,Robbery,2023-01,1
Kasarvadavali,Robbery,2024-05,1
Kasarvadavali,Robbery,2024-08,1
Kasarvadavali,Robbery,2024-09,1
Kasarvadavali,Robbery,2024-10,2
Kasarvadavali,Robbery,2024-12,1
Kasarvadavali,Robbery,2025-04,1
Kasarvadavali,Robbery,2025-07,1
Kasarvadavali,Theft,2018-03,1
Kasarvadavali,Theft,2018-06,1
Kasarvadavali,Theft,2018-08,1
Kasarvadavali,Theft,2019-04,1
Kasarvadavali,Theft,2019-08,2
Kasarvadavali,Theft,2019-10,1
Kasarvadavali,Theft,2020-04,2
Kasarvadavali,Theft,2020-07,2
Kasarvadavali,Theft,2021-09,1
Kasarvadavali,Theft,2021-11,1
Kasarvadavali,Theft,2022-02,1
Kasarvadavali,Theft,2022-03,1
Kasarvadavali,Theft,2022-06,2
Kasarvadavali,Theft,2022-09,1
Kasarvadavali,Theft,2022-11,1
Kasarvadavali,Theft,2023-02,1
Kasarvadavali,Theft,2023-06,1
Kasarvadavali,Theft,2023-09,1
Kasarvadavali,Theft,2024-02,1
Kasarvadavali,Theft,2024-03,1
Kasarvadavali,Theft,2024-06,1
Kasarvadavali,Theft,2024-12,1
Kasarvadavali,Theft,2025-04,1
Kasarvadavali,Theft,2025-09,1
Kolshet,Assault,2018-06,2
Kolshet,Assault,2018-07,1
Kolshet,Assault,2018-08,2
Kolshet,Assault,2019-04,2
Kolshet,Assault,2019-07,2
Kolshet,Assault,2019-09,1
Kolshet,Assault,2020-01,1
Kolshet,Assault,2020-07,3
Kolshet,Assault,2020-09,1
Kolshet,Assault,2021-01,2
Kolshet,Assault,2021-06,1
Kolshet,Assault,2021-11,1
Kolshet,Assault,2021-12,1
Kolshet,Assault,2022-07,1
Kolshet,Assault,2022-10,1
Kolshet,Assault,2022-12,1
Kolshet,Assault,2023-01,2
Kolshet,Assault,2023-02,1
Kolshet,Assault,2023-03,1
Kolshet,Assault,2023-10,1
Kolshet,Assault,2024-04,1
Kolshet,Assault,2024-05,1
Kolshet,Assault,2025-01,1
Kolshet,Assault,2025-08,2
Kolshet,Assault,2025-12,1
Kolshet,Burglary,2023-02,2
Kolshet,Burglary,2024-05,2
Kolshet,Burglary,2024-07,4
Kolshet,Cheating,2018-09,1
Kolshet,Cheating,2018-11,1
Kolshet,Cheating,2018-12,1
Kolshet,Cheating,2019-04,2
Kolshet,Cheating,2019-10,1
Kolshet,Cheating,2019-12,1
Kolshet,Cheating,2020-04,1
Kolshet,Cheating,2020-11,1
Kolshet,Cheating,2021-01,1
Kolshet,Cheating,2021-08,1
Kolshet,Cheating,2022-04,1
Kolshet,Cheating,2023-11,1
Kolshet,Cheating,2023-12,1
Kolshet,Cheating,2024-08,1
Kolshet,Cheating,2025-03,1
Kolshet,Cheating,2025-06,1
Kolshet,Cybercrime,2018-07,1
Kolshet,Cybercrime,2018-08,1
Kolshet,Cybercrime,2019-02,1
Kolshet,Cybercrime,2019-05,1
Kolshet,Cybercrime,2019-10,1
Kolshet,Cybercrime,2020-07,1
Kolshet,Cybercrime,2020-11,2
Kolshet,Cybercrime,2022-04,1
Kolshet,Cybercrime,2022-10,1
Kolshet,Cybercrime,2022-11,1
Kolshet,Cybercrime,2023-02,1
Kolshet,Cybercrime,2023-05,2
Kolshet,Cybercrime,2023-09,1
Kolshet,Cybercrime,2024-01,2
Kolshet,Cybercrime,2025-03,1
Kolshet,Cybercrime,2025-04,1
Kolshet,Domestic Violence,2018-01,1
Kolshet,Domestic Violence,2018-09,1
Kolshet,Domestic Violence,2019-07,1
Kolshet,Domestic Violence,2020-01,1
Kolshet,Domestic Violence,2020-04,1
Kolshet,Domestic Violence,2021-12,1
Kolshet,Domestic Violence,2022-01,1
Kolshet,Domestic Violence,2022-02,1
Kolshet,Domestic Violence,2022-04,1
Kolshet,Domestic Violence,2022-12,1
Kolshet,Domestic Violence,2023-07,1
Kolshet,Domestic Violence,2025-01,1
Kolshet,Domestic Violence,2025-04,1
Kolshet,Domestic Violence,2025-08,1
Kolshet,Domestic Violence,2025-12,1
Kolshet,Drug Offense,2018-07,1
Kolshet,Drug Offense,2018-09,2
Kolshet,Drug Offense,2019-08,1
Kolshet,Drug Offense,2020-02,1
Kolshet,Drug Offense,2020-06,1
Kolshet,Drug Offense,2020-08,1
Kolshet,Drug Offense,2021-03,1
Kolshet,Drug Offense,2021-11,1
Kolshet,Drug Offense,2022-03,1
Kolshet,Drug Offense,2023-03,1
Kolshet,Drug Offense,2023-08,1
Kolshet,Drug Offense,2024-02,1
Kolshet,Drug Offense,2024-04,2
Kolshet,Drug Offense,2024-07,1
Kolshet,Drug Offense,2025-06,1
Kolshet,Drug Offense,2025-07,1
Kolshet,Drug Offense,2025-11,1
Kolshet,Fraud,2018-05,1
Kolshet,Fraud,2018-08,1
Kolshet,Fraud,2019-02,1
Kolshet,Fraud,2019-03,1
Kolshet,Fraud,2019-04,1
Kolshet,Fraud,2021-02,1
Kolshet,Fraud,2021-04,2
Kolshet,Fraud,2021-12,1
Kolshet,Fraud,2022-02,1
Kolshet,Fraud,2022-05,3
Kolshet,Fraud,2022-10,1
Kolshet,Fraud,2022-11,1
Kolshet,Fraud,2023-02,2
Kolshet,Fraud,2023-11,1
Kolshet,Fraud,2023-12,1
Kolshet,Fraud,2024-01,2
Kolshet,Fraud,2025-05,1
Kolshet,Fraud,2025-10,2
Kolshet,Fraud,2025-11,1
Kolshet,Fraud,2025-12,1
Kolshet,Kidnapping,2019-01,1
Kolshet,Kidnapping,2019-06,1
Kolshet,Kidnapping,2019-08,2
Kolshet,Kidnapping,2020-02,1
Kolshet,Kidnapping,2020-03,1
Kolshet,Kidnapping,2020-07,1
Kolshet,Kidnapping,2021-01,2
Kolshet,Kidnapping,2022-04,1
Kolshet,Kidnapping,2023-03,1
Kolshet,Kidnapping,2023-04,1
Kolshet,Kidnapping,2023-08,1
Kolshet,Kidnapping,2024-02,1
Kolshet,Kidnapping,2024-05,1
Kolshet,Kidnapping,2024-07,1
Kolshet,Kidnapping,2024-08,1
Kolshet,Kidnapping,2025-02,2
Kolshet,Kidnapping,2025-05,1
Kolshet,Kidnapping,2025-06,1
Kolshet,Kidnapping,2025-12,1
Kolshet,Murder,2018-02,2
Kolshet,Murder,2018-04,1
Kolshet,Murder,2018-12,1
Kolshet,Murder,2019-01,1
Kolshet,Murder,2019-02,1
Kolshet,Murder,2019-06,1
Kolshet,Murder,2019-07,1
Kolshet,Murder,2019-09,1
Kolshet,Murder,2019-10,1
Kolshet,Murder,2019-12,2
Kolshet,Murder,2020-05,1
Kolshet,Murder,2021-03,1
Kolshet,Murder,2021-04,1
Kolshet,Murder,2021-07,2
Kolshet,Murder,2021-11,1
Kolshet,Murder,2021-12,1
Kolshet,Murder,2022-05,1
Kolshet,Murder,2022-10,1
Kolshet,Murder,2022-11,1
Kolshet,Murder,2022-12,1
Kolshet,Murder,2023-04,1
Kolshet,Murder,2023-06,5
Kolshet,Murder,2024-05,1
Kolshet,Murder,2024-08,1
Kolshet,Murder,2024-10,1
Kolshet,Murder,2025-07,1
Kolshet,Murder,2025-12,1
Kolshet,Robbery,2018-07,1
Kolshet,Robbery,2018-11,2
Kolshet,Robbery,2018-12,1
Kolshet,Robbery,2019-01,1
Kolshet,Robbery,2019-03,1
Kolshet,Robbery,2019-06,1
Kolshet,Robbery,2019-08,1
Kolshet,Robbery,2019-09,1
Kolshet,Robbery,2019-10,1
Kolshet,Robbery,2020-04,1
Kolshet,Robbery,2020-07,2
Kolshet,Robbery,2020-09,1
Kolshet,Robbery,2020-11,1
Kolshet,Robbery,2021-01,1
Kolshet,Robbery,2023-08,1
Kolshet,Robbery,2023-11,1
Kolshet,Robbery,2023-12,1
Kolshet,Robbery,2025-02,1
Kolshet,Robbery,2025-11,2
Kolshet,Theft,2018-03,1
Kolshet,Theft,2018-12,1
Kolshet,Theft,2019-10,1
Kolshet,Theft,2020-03,1
Kolshet,Theft,2020-05,1
Kolshet,Theft,2020-08,1
Kolshet,Theft,2020-10,1
Kolshet,Theft,2020-11,1
Kolshet,Theft,2021-11,1
Kolshet,Theft,2022-03,1
Kolshet,Theft,2022-07,1
Kolshet,Theft,2022-08,1
Kolshet,Theft,2022-10,1
Kolshet,Theft,2022-11,1
Kolshet,Theft,2023-01,2
Kolshet,Theft,2023-06,2
Kolshet,Theft,2024-02,1
Kolshet,Theft,2024-03,1
Kolshet,Theft,2024-06,2
Kolshet,Theft,2024-09,1
Kolshet,Theft,2024-10,1
Kolshet,Theft,2024-11,1
Kolshet,Theft,2025-01,1
Kolshet,Theft,2025-05,1
Kolshet,Theft,2025-06,1
Kolshet,Theft,2025-07,1
Kopri,Assault,2018-03,1
Kopri,Assault,2018-09,1
Kopri,Assault,2018-11,1
Kopri,Assault,2019-10,1
Kopri,Assault,2019-12,1
Kopri,Assault,2020-03,1
Kopri,Assault,2021-02,1
Kopri,Assault,2021-06,1
Kopri,Assault,2021-10,1
Kopri,Assault,2021-12,1
Kopri,Assault,2022-02,1
Kopri,Assault,2022-06,1
Kopri,Assault,2022-07,1
Kopri,Assault,2023-09,1
Kopri,Assault,2024-01,1
Kopri,Assault,2024-05,1
Kopri,Assault,2024-09,1
Kopri,Assault,2024-12,1
Kopri,Assault,2025-05,1
Kopri,Assault,2025-08,1
Kopri,Cheating,2018-04,1
Kopri,Cheating,2019-02,1
Kopri,Cheating,2019-07,1
Kopri,Cheating,2019-11,1
Kopri,Cheating,2020-05,1
Kopri,Cheating,2020-08,1
Kopri,Cheating,2021-04,1
Kopri,Cheating,2021-06,2
Kopri,Cheating,2021-11,3
Kopri,Cheating,2021-12,1
Kopri,Cheating,2022-01,1
Kopri,Cheating,2022-02,1
Kopri,Cheating,2022-03,2
Kopri,Cheating,2023-03,1
Kopri,Cheating,2023-10,1
Kopri,Cheating,2024-06,1
Kopri,Cheating,2025-07,1
Kopri,Cheating,2025-08,1
Kopri,Cheating,2025-09,1
Kopri,Cybercrime,2018-02,1
Kopri,Cybercrime,2018-03,1
Kopri,Cybercrime,2018-11,1
Kopri,Cybercrime,2020-03,1
Kopri,Cybercrime,2020-06,1
Kopri,Cybercrime,2021-05,1
Kopri,Cybercrime,2021-11,1
Kopri,Cybercrime,2022-03,1
Kopri,Cybercrime,2023-03,3
Kopri,Cybercrime,2023-05,1
Kopri,Cybercrime,2023-07,1
Kopri,Cybercrime,2024-01,1
Kopri,Cybercrime,2025-01,1
Kopri,Cybercrime,2025-03,1
Kopri,Domestic Violence,2018-03,1
Kopri,Domestic Violence,2018-08,2
Kopri,Domestic Violence,2019-06,1
Kopri,Domestic Violence,2019-11,1
Kopri,Domestic Violence,2020-09,2
Kopri,Domestic Violence,2020-12,1
Kopri,Domestic Violence,2021-07,1
Kopri,Domestic Violence,2022-06,1
Kopri,Domestic Violence,2022-11,1
Kopri,Domestic Violence,2023-02,1
Kopri,Domestic Violence,2023-10,2
Kopri,Domestic Violence,2024-03,1
Kopri,Domestic Violence,2024-05,1
Kopri,Domestic Violence,2025-02,1
Kopri,Domestic Violence,2025-07,1
Kopri,Drug Offense,2018-02,1
Kopri,Drug Offense,2018-06,1
Kopri,Drug Offense,2019-03,1
Kopri,Drug Offense,2019-04,1
Kopri,Drug Offense,2019-11,1
Kopri,Drug Offense,2020-04,1
Kopri,Drug Offense,2020-12,2
Kopri,Drug Offense,2021-01,1
Kopri,Drug Offense,2021-05,2
Kopri,Drug Offense,2021-11,2
Kopri,Drug Offense,2022-03,1
Kopri,Drug Offense,2023-04,1
Kopri,Drug Offense,2023-10,1
Kopri,Drug Offense,2023-11,1
Kopri,Drug Offense,2023-12,1
Kopri,Drug Offense,2024-01,1
Kopri,Drug Offense,2024-03,1
Kopri,Drug Offense,2024-04,1
Kopri,Drug Offense,2024-07,1
Kopri,Drug Offense,2025-08,3
Kopri,Drug Offense,2025-10,1
Kopri,Fraud,2018-03,1
Kopri,Fraud,2018-10,1
Kopri,Fraud,2019-01,1
Kopri,Fraud,2019-07,1
Kopri,Fraud,2020-08,1
Kopri,Fraud,2020-09,1
Kopri,Fraud,2020-11,1
Kopri,Fraud,2023-06,1
Kopri,Fraud,2023-09,2
Kopri,Fraud,2023-10,2
Kopri,Fraud,2024-02,1
Kopri,Fraud,2024-08,2
Kopri,Fraud,2025-02,1
Kopri,Kidnapping,2018-02,1
Kopri,Kidnapping,2018-08,1
Kopri,Kidnapping,2019-10,1
Kopri,Kidnapping,2020-01,1
Kopri,Kidnapping,2020-04,1
Kopri,Kidnapping,2020-06,1
Kopri,Kidnapping,2020-09,1
Kopri,Kidnapping,2020-10,1
Kopri,Kidnapping,2020-11,1
Kopri,Kidnapping,2021-03,1
Kopri,Kidnapping,2021-08,1
Kopri,Kidnapping,2022-02,1
Kopri,Kidnapping,2022-09,1
Kopri,Kidnapping,2023-11,1
Kopri,Kidnapping,2023-12,1
Kopri,Kidnapping,2024-07,1
Kopri,Kidnapping,2025-01,2
Kopri,Kidnapping,2025-07,1
Kopri,Kidnapping,2025-08,1
Kopri,Murder,2018-06,1
Kopri,Murder,2020-01,1
Kopri,Murder,2021-01,1
Kopri,Murder,2021-03,1
Kopri,Murder,2021-08,1
Kopri,Murder,2021-10,1
Kopri,Murder,2021-12,1
Kopri,Murder,2023-02,2
Kopri,Murder,2023-04,1
Kopri,Murder,2023-08,1
Kopri,Murder,2023-09,1
Kopri,Murder,2024-04,1
Kopri,Murder,2024-05,1
Kopri,Murder,2025-01,1
Kopri,Murder,2025-03,1
Kopri,Murder,2025-05,1
Kopri,Murder,2025-06,2
Kopri,Robbery,2018-01,1
Kopri,Robbery,2018-04,1
Kopri,Robbery,2018-06,1
Kopri,Robbery,2019-01,1
Kopri,Robbery,2019-07,1
Kopri,Robbery,2019-12,1
Kopri,Robbery,2020-01,2
Kopri,Robbery,2020-04,1
Kopri,Robbery,2020-07,2
Kopri,Robbery,2020-08,1
Kopri,Robbery,2020-10,1
Kopri,Robbery,2022-08,1
Kopri,Robbery,2023-03,1
Kopri,Robbery,2024-09,1
Kopri,Robbery,2025-01,1
Kopri,Robbery,2025-03,1
Kopri,Theft,2018-03,1
Kopri,Theft,2019-01,1
Kopri,Theft,2019-05,1
Kopri,Theft,2019-12,1
Kopri,Theft,2020-04,1
Kopri,Theft,2020-08,2
Kopri,Theft,2020-11,1
Kopri,Theft,2021-01,1
Kopri,Theft,2021-11,1
Kopri,Theft,2022-01,2
Kopri,Theft,2022-06,1
Kopri,Theft,2022-07,1
Kopri,Theft,2022-08,1
Kopri,Theft,2022-09,1
Kopri,Theft,2022-10,1
Kopri,Theft,2023-05,1
Kopri,Theft,2024-05,1
Kopri,Theft,2024-07,1
Kopri,Theft,2024-08,1
Kopri,Theft,2025-04,2
Kopri,Theft,2025-09,1
Kopri,Theft,2025-11,1
Louis Wadi,Assault,2018-04,1
Louis Wadi,Assault,2019-01,1
Louis Wadi,Assault,2019-09,1
Louis Wadi,Assault,2019-10,1
Louis Wadi,Assault,2020-01,1
Louis Wadi,Assault,2020-06,1
Louis Wadi,Assault,2020-11,1
Louis Wadi,Assault,2021-01,1
Louis Wadi,Assault,2021-11,3
Louis Wadi,Assault,2021-12,1
Louis Wadi,Assault,2022-01,1
Louis Wadi,Assault,2022-06,1
Louis Wadi,Assault,2022-08,1
Louis Wadi,Assault,2022-11,1
Louis Wadi,Assault,2023-03,1
Louis Wadi,Assault,2023-07,2
Louis Wadi,Assault,2023-10,1
Louis Wadi,Assault,2023-11,1
Louis Wadi,Assault,2024-05,1
Louis Wadi,Assault,2024-10,1
Louis Wadi,Assault,2025-01,1
Louis Wadi,Assault,2025-06,1
Louis Wadi,Assault,2025-10,1
Louis Wadi,Assault,2025-11,1
Louis Wadi,Cheating,2018-05,2
Louis Wadi,Cheating,2018-10,1
Louis Wadi,Cheating,2019-01,1
Louis Wadi,Cheating,2019-06,1
Louis Wadi,Cheating,2019-11,3
Louis Wadi,Cheating,2020-01,1
Louis Wadi,Cheating,2020-02,1
Louis Wadi,Cheating,2020-07,1
Louis Wadi,Cheating,2021-07,1
Louis Wadi,Cheating,2021-09,1
Louis Wadi,Cheating,2021-12,1
Louis Wadi,Cheating,2022-03,1
Louis Wadi,Cheating,2022-06,1
Louis Wadi,Cheating,2023-01,1
Louis Wadi,Cheating,2023-04,1
Louis Wadi,Cheating,2023-05,2
Louis Wadi,Cheating,2023-08,1
Louis Wadi,Cheating,2024-02,1
Louis Wadi,Cheating,2024-06,1
Louis Wadi,Cheating,2024-11,1
Louis Wadi,Cheating,2025-04,1
Louis Wadi,Cheating,2025-05,1
Louis Wadi,Cheating,2025-06,1
Louis Wadi,Cheating,2025-09,1
Louis Wadi,Cheating,2025-11,2
Louis Wadi,Cybercrime,2018-03,1
Louis Wadi,Cybercrime,2018-04,1
Louis Wadi,Cybercrime,2018-11,2
Louis Wadi,Cybercrime,2018-12,1
Louis Wadi,Cybercrime,2020-03,1
Louis Wadi,Cybercrime,2020-04,2
Louis Wadi,Cybercrime,2022-11,1
Louis Wadi,Cybercrime,2023-02,1
Louis Wadi,Cybercrime,2023-06,1
Louis Wadi,Cybercrime,2023-11,1
Louis Wadi,Cybercrime,2024-02,1
Louis Wadi,Cybercrime,2025-07,1
Louis Wadi,Cybercrime,2025-12,1
Louis Wadi,Domestic Violence,2018-02,1
Louis Wadi,Domestic Violence,2018-08,1
Louis Wadi,Domestic Violence,2018-10,1
Louis Wadi,Domestic Violence,2018-12,1
Louis Wadi,Domestic Violence,2019-09,1
Louis Wadi,Domestic Violence,2020-01,1
Louis Wadi,Domestic Violence,2020-04,1
Louis Wadi,Domestic Violence,2020-11,1
Louis Wadi,Domestic Violence,2021-05,2
Louis Wadi,Domestic Violence,2021-07,1
Louis Wadi,Domestic Violence,2021-09,1
Louis Wadi,Domestic Violence,2021-12,1
Louis Wadi,Domestic Violence,2022-04,1
Louis Wadi,Domestic Violence,2022-05,1
Louis Wadi,Domestic Violence,2022-08,1
Louis Wadi,Domestic Violence,2022-09,1
Louis Wadi,Domestic Violence,2022-10,1
Louis Wadi,Domestic Violence,2023-02,1
Louis Wadi,Domestic Violence,2023-03,1
Louis Wadi,Domestic Violence,2023-10,1
Louis Wadi,Domestic Violence,2024-04,2
Louis Wadi,Domestic Violence,2024-05,1
Louis Wadi,Domestic Violence,2024-06,2
Louis Wadi,Domestic Violence,2024-09,1
Louis Wadi,Domestic Violence,2024-12,1
Louis Wadi,Domestic Violence,2025-03,1
Louis Wadi,Domestic Violence,2025-11,1
Louis Wadi,Drug Offense,2018-01,2
Louis Wadi,Drug Offense,2018-05,1
