State,City,District,Crime Type,Date & Time,Latitude,Longitude,Accused Age,Accused Gender,Prior Convictions,Victim Age,Victim Gender,Victim Relationship,FIR Filed,Case Status
Maharashtra,Pune,Pune,Assault,2024-07-22 17:24:30,18.5204,73.8567,56,Female,5,37,Female,Stranger,No,Unsolved
Tamil Nadu,Chennai,Chennai,Murder,2023-01-27 06:28:30,13.0827,80.2707,20,Male,2,5,Female,Friend,No,Ongoing
Maharashtra,Vasai,Mumbai,Burglary,2020-08-30 20:31:30,19.076,72.8777,29,Female,4,47,Male,Colleague,No,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-09-25 02:39:30,13.0827,80.2707,53,Female,1,12,Male,Family,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-12-07 09:53:30,26.4499,80.3319,28,Male,4,22,Female,Friend,Yes,Solved
Tamil Nadu,Chennai,Chennai,Murder,2020-06-26 14:11:30,13.0827,80.2707,56,Male,1,19,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Gosainganj,Lucknow,Theft,2023-04-13 10:02:30,26.8467,80.9462,57,Female,1,56,Female,Friend,Yes,Ongoing
Uttar Pradesh,Kakori,Lucknow,Fraud,2024-04-12 15:38:30,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2024-10-10 22:29:30,25.3176,82.9739,41,Female,2,78,Male,Friend,No,Solved
Tamil Nadu,Chennai,Chennai,Burglary,2021-04-27 02:10:30,13.0827,80.2707,56,Male,2,13,Male,Colleague,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,2023-04-05 23:19:30,26.4499,80.3319,30,Male,2,65,Male,Stranger,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Theft,2020-10-25 13:32:30,11.0168,76.9558,58,Female,1,79,Female,Friend,No,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,2024-07-19 15:16:30,21.1458,79.0882,26,Female,5,62,Female,Friend,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Assault,2021-01-20 01:40:30,25.3176,82.9739,49,Male,0,40,Female,Colleague,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Assault,2023-10-30 16:47:30,11.0168,76.9558,23,Male,3,61,Male,Neighbor,No,Solved
Maharashtra,Bhiwandi,Mumbai,Murder,2021-12-04 10:37:30,19.076,72.8777,25,Male,0,45,Male,Colleague,No,Unsolved
Maharashtra,Thane,Thane,Burglary,2023-02-05 08:31:30,19.2183,72.9781,18,Female,1,13,Female,Neighbor,Yes,Solved
Maharashtra,Kalyan,Mumbai,Kidnapping,2024-02-26 13:29:30,19.076,72.8777,25,Female,3,14,Male,Family,Yes,Ongoing
Maharashtra,Thane,Mumbai,Kidnapping,2021-01-01 05:56:30,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Fraud,2021-05-21 01:09:30,18.5204,73.8567,52,Male,3,23,Male,Family,Yes,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,2025-01-07 10:26:30,27.1767,78.0081,26,Male,3,62,Female,Colleague,No,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,2024-01-17 20:03:30,21.1458,79.0882,35,Male,1,67,Female,Family,Yes,Ongoing
Uttar Pradesh,Mohanlalganj,Lucknow,Murder,2022-09-05 05:55:30,26.8467,80.9462,41,Male,3,13,Female,Stranger,No,Solved
Maharashtra,Nagpur,Nagpur,Fraud,2024-01-17 20:03:30,21.1458,79.0882,35,Male,1,67,Female,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Theft,2022-08-10 12:20:30,11.0168,76.9558,56,Male,1,59,Male,Friend,Yes,Solved
Uttar Pradesh,Agra,Agra,Theft,2025-01-08 18:39:30,27.1767,78.0081,30,Female,1,11,Male,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Assault,2021-10-26 04:10:30,27.1767,78.0081,24,Male,3,25,Female,Neighbor,No,Unsolved
Uttar Pradesh,Kakori,Lucknow,Theft,2020-02-18 03:01:30,26.8467,80.9462,39,Male,0,26,Female,Friend,No,Unsolved
Maharashtra,Thane,Thane,Assault,2022-08-27 03:15:30,19.2183,72.9781,51,Male,5,16,Female,Stranger,No,Ongoing
Maharashtra,Bhiwandi,Mumbai,Theft,2023-05-06 22:08:30,19.076,72.8777,47,Male,5,75,Male,Family,No,Unsolved
Maharashtra,Mira Bhayandar,Mumbai,Burglary,2023-11-12 03:35:30,19.076,72.8777,46,Female,4,7,Male,Colleague,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,2021-11-27 15:07:30,13.0827,80.2707,56,Female,4,18,Female,Stranger,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Burglary,2023-07-11 07:09:30,21.1458,79.0882,50,Male,3,22,Female,Neighbor,Yes,Unsolved
Maharashtra,Pune,Pune,Theft,2023-07-14 20:03:30,18.5204,73.8567,39,Male,5,43,Female,Friend,No,Ongoing
Tamil Nadu,Chennai,Chennai,Assault,2021-06-05 03:27:30,13.0827,80.2707,41,Male,5,21,Female,Neighbor,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Theft,2022-02-01 13:33:30,25.3176,82.9739,59,Female,0,54,Female,Colleague,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2024-11-24 02:14:30,26.4499,80.3319,46,Female,5,71,Female,Neighbor,No,Unsolved
Maharashtra,Thane,Thane,Assault,2020-11-08 02:53:30,19.2183,72.9781,56,Female,0,17,Male,Stranger,No,Unsolved
Maharashtra,Thane,Mumbai,Kidnapping,2021-01-01 05:56:30,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved
Uttar Pradesh,Kakori,Lucknow,Fraud,2024-04-12 15:38:30,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2024-01-03 20:38:30,11.0168,76.9558,31,Male,2,12,Male,Friend,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Assault,2021-10-03 12:16:30,27.1767,78.0081,28,Male,5,47,Male,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Fraud,2020-10-16 00:37:30,27.1767,78.0081,56,Female,0,32,Male,Neighbor,No,Unsolved
Maharashtra,Pune,Pune,Fraud,2021-05-21 01:09:30,18.5204,73.8567,52,Male,3,23,Male,Family,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2021-02-08 13:00:30,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,2020-02-15 18:59:30,27.1767,78.0081,55,Male,1,43,Male,Friend,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2020-12-13 12:18:30,26.4499,80.3319,55,Male,1,48,Male,Family,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2022-03-31 09:39:30,11.0168,76.9558,48,Male,5,34,Female,Friend,Yes,Solved
Maharashtra,Pune,Pune,Theft,2020-11-10 02:53:30,18.5204,73.8567,50,Female,0,62,Female,Stranger,No,Solved
Tamil Nadu,Chennai,Chennai,Assault,2021-07-13 00:36:30,13.0827,80.2707,21,Female,2,57,Female,Family,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,2024-11-04 22:50:30,21.1458,79.0882,57,Male,5,40,Male,Stranger,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Assault,2020-06-30 18:40:30,11.0168,76.9558,29,Male,3,19,Male,Stranger,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,2021-01-03 02:35:30,11.0168,76.9558,32,Female,2,61,Female,Colleague,No,Unsolved
Uttar Pradesh,Kakori,Lucknow,Theft,2021-11-09 01:01:30,26.8467,80.9462,54,Male,1,25,Male,Neighbor,No,Ongoing
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Fraud,2023-04-14 19:34:30,26.8467,80.9462,26,Male,4,29,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,2022-07-30 18:37:30,27.1767,78.0081,24,Female,1,39,Male,Friend,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2022-11-27 18:33:30,25.3176,82.9739,39,Male,5,22,Female,Neighbor,No,Solved
Tamil Nadu,Chennai,Chennai,Theft,2021-12-11 21:14:30,13.0827,80.2707,37,Female,1,14,Male,Colleague,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Burglary,2023-05-04 07:26:30,13.0827,80.2707,30,Female,4,60,Female,Family,No,Ongoing
Maharashtra,Thane,Thane,Assault,2020-11-08 02:53:30,19.2183,72.9781,56,Female,0,17,Male,Stranger,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Murder,2022-05-23 18:17:30,25.3176,82.9739,46,Male,4,43,Female,Colleague,No,Solved
Uttar Pradesh,Kakori,Lucknow,Theft,2020-02-18 03:01:30,26.8467,80.9462,39,Male,0,26,Female,Friend,No,Unsolved
Maharashtra,Pune,Pune,Theft,2020-09-26 02:05:30,18.5204,73.8567,56,Female,1,51,Male,Colleague,Yes,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Fraud,2022-08-22 09:16:30,19.076,72.8777,40,Female,3,17,Male,Colleague,No,Unsolved
Tamil Nadu,Chennai,Chennai,Theft,2025-01-01 06:28:30,13.0827,80.2707,55,Male,4,10,Male,Family,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2024-10-12 19:07:30,26.4499,80.3319,49,Female,0,80,Female,Friend,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2021-08-05 05:41:30,13.0827,80.2707,37,Female,4,6,Male,Stranger,Yes,Unsolved
Maharashtra,Mira Bhayandar,Mumbai,Fraud,2025-01-08 19:34:30,19.076,72.8777,22,Female,0,55,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2020-09-07 03:25:30,27.1767,78.0081,55,Female,5,80,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Burglary,2020-02-28 03:04:30,18.5204,73.8567,56,Female,2,60,Male,Colleague,Yes,Ongoing
Maharashtra,Mira Bhayandar,Mumbai,Burglary,2024-06-19 19:04:30,19.076,72.8777,54,Male,2,14,Male,Friend,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2021-10-24 13:08:30,25.3176,82.9739,59,Female,4,67,Male,Family,No,Solved
Uttar Pradesh,Agra,Agra,Burglary,2023-08-01 03:44:30,27.1767,78.0081,41,Male,1,54,Male,Colleague,Yes,Ongoing
Maharashtra,Mira Bhayandar,Mumbai,Murder,2025-02-06 16:00:30,19.076,72.8777,19,Female,2,11,Female,Colleague,No,Solved
Maharashtra,Pune,Pune,Fraud,2022-04-03 22:31:30,18.5204,73.8567,31,Male,3,55,Female,Stranger,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Theft,2022-02-01 13:33:30,25.3176,82.9739,59,Female,0,54,Female,Colleague,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Murder,2025-01-16 15:07:30,11.0168,76.9558,37,Female,5,42,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2022-12-25 05:37:30,25.3176,82.9739,35,Male,4,50,Male,Colleague,No,Unsolved
Maharashtra,Thane,Thane,Assault,2023-01-07 22:25:30,19.2183,72.9781,25,Female,4,45,Male,Stranger,No,Unsolved
Tamil Nadu,Chennai,Chennai,Murder,2023-01-27 06:28:30,13.0827,80.2707,20,Male,2,5,Female,Friend,No,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,2024-03-15 20:44:30,21.1458,79.0882,40,Female,2,10,Female,Stranger,Yes,Unsolved
Maharashtra,Vasai,Mumbai,Murder,2020-08-18 07:44:30,19.076,72.8777,41,Male,4,72,Female,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-01-31 18:16:30,27.1767,78.0081,49,Male,4,55,Female,Family,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Assault,2021-07-04 22:44:30,11.0168,76.9558,42,Male,1,63,Female,Family,No,Unsolved
Uttar Pradesh,Malihabad,Lucknow,Burglary,2022-03-25 23:20:30,26.8467,80.9462,26,Female,3,43,Female,Stranger,No,Ongoing
Uttar Pradesh,Barabanki,Lucknow,Fraud,2024-01-04 03:21:30,26.8467,80.9462,35,Female,3,76,Female,Colleague,Yes,Ongoing
Maharashtra,Pune,Pune,Burglary,2020-02-28 03:04:30,18.5204,73.8567,56,Female,2,60,Male,Colleague,Yes,Ongoing
Maharashtra,Thane,Thane,Assault,2020-11-08 02:53:30,19.2183,72.9781,56,Female,0,17,Male,Stranger,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Assault,2021-03-25 00:02:30,25.3176,82.9739,19,Female,3,36,Male,Family,No,Solved
Maharashtra,Nagpur,Nagpur,Murder,2024-02-13 13:46:30,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Assault,2023-03-12 13:06:30,11.0168,76.9558,34,Female,3,14,Male,Stranger,Yes,Solved
Maharashtra,Mira Bhayandar,Mumbai,Burglary,2023-11-12 03:35:30,19.076,72.8777,46,Female,4,7,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,2022-05-13 12:49:30,26.4499,80.3319,45,Female,5,40,Female,Family,No,Unsolved
Tamil Nadu,Chennai,Chennai,Kidnapping,2020-05-08 16:40:30,13.0827,80.2707,42,Male,2,73,Female,Neighbor,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Assault,2020-06-03 11:45:30,25.3176,82.9739,28,Female,2,24,Male,Neighbor,Yes,Solved
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Murder,2021-05-24 13:00:30,26.8467,80.9462,24,Female,1,28,Female,Stranger,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Assault,2020-08-28 13:48:30,11.0168,76.9558,60,Female,4,40,Female,Neighbor,No,Ongoing
Uttar Pradesh,Agra,Agra,Murder,2021-01-16 05:56:30,27.1767,78.0081,57,Female,1,32,Female,Neighbor,Yes,Solved
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Theft,2021-02-17 12:44:30,26.8467,80.9462,41,Female,2,56,Male,Colleague,No,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Fraud,2024-01-04 03:21:30,26.8467,80.9462,35,Female,3,76,Female,Colleague,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2025-01-05 15:49:30,11.0168,76.9558,50,Male,5,41,Male,Stranger,No,Ongoing
Maharashtra,Bhiwandi,Mumbai,Theft,2023-05-06 22:08:30,19.076,72.8777,47,Male,5,75,Male,Family,No,Unsolved
Tamil Nadu,Chennai,Chennai,Assault,2021-06-05 03:27:30,13.0827,80.2707,41,Male,5,21,Female,Neighbor,Yes,Ongoing
Maharashtra,Thane,Thane,Burglary,2024-07-29 04:51:30,19.2183,72.9781,59,Female,0,75,Male,Stranger,Yes,Unsolved
Maharashtra,Bhiwandi,Mumbai,Theft,2023-05-06 22:08:30,19.076,72.8777,47,Male,5,75,Male,Family,No,Unsolved
Maharashtra,Thane,Thane,Assault,2023-01-07 22:25:30,19.2183,72.9781,25,Female,4,45,Male,Stranger,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2022-03-31 09:39:30,11.0168,76.9558,48,Male,5,34,Female,Friend,Yes,Solved
Tamil Nadu,Chennai,Chennai,Murder,2022-08-28 11:17:30,13.0827,80.2707,58,Male,0,45,Male,Stranger,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2023-01-13 01:50:30,26.4499,80.3319,46,Male,2,17,Female,Stranger,No,Unsolved
Maharashtra,Pune,Pune,Burglary,2022-05-08 10:56:30,18.5204,73.8567,50,Male,2,23,Female,Colleague,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Theft,2023-11-19 23:52:30,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2021-02-08 13:00:30,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Maharashtra,Pune,Pune,Assault,2020-11-24 06:42:30,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,2023-11-29 09:48:30,21.1458,79.0882,32,Male,3,76,Male,Neighbor,No,Ongoing
Maharashtra,Pune,Pune,Fraud,2024-06-25 06:05:30,18.5204,73.8567,50,Female,5,17,Female,Friend,No,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,2020-10-24 17:19:30,21.1458,79.0882,42,Female,1,12,Male,Family,Yes,Solved
Tamil Nadu,Chennai,Chennai,Fraud,2023-07-06 11:29:30,13.0827,80.2707,42,Female,4,6,Female,Neighbor,No,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-02-06 18:10:30,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Maharashtra,Thane,Mumbai,Theft,2020-04-29 23:08:30,19.076,72.8777,38,Male,3,80,Male,Colleague,Yes,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-09-24 02:12:30,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2020-06-05 02:33:30,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Maharashtra,Thane,Thane,Fraud,2023-02-07 12:54:30,19.2183,72.9781,57,Male,3,5,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2020-10-25 06:26:30,26.4499,80.3319,20,Male,2,68,Male,Colleague,No,Solved
Maharashtra,Pune,Pune,Murder,2023-11-17 00:02:30,18.5204,73.8567,56,Female,4,72,Female,Family,Yes,Ongoing
Maharashtra,Bhiwandi,Mumbai,Fraud,2024-03-29 05:04:30,19.076,72.8777,56,Male,4,34,Female,Neighbor,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2022-03-31 09:39:30,11.0168,76.9558,48,Male,5,34,Female,Friend,Yes,Solved
Uttar Pradesh,Agra,Agra,Murder,2021-01-21 10:03:30,27.1767,78.0081,27,Female,1,74,Male,Family,No,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,2023-10-27 11:54:30,21.1458,79.0882,43,Female,5,29,Male,Stranger,Yes,Ongoing
Maharashtra,Pune,Pune,Murder,2024-11-11 21:05:30,18.5204,73.8567,33,Male,3,76,Male,Family,Yes,Solved
Tamil Nadu,Chennai,Chennai,Fraud,2021-04-25 04:21:30,13.0827,80.2707,32,Male,4,39,Female,Family,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2020-06-05 02:33:30,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2020-03-19 11:51:30,11.0168,76.9558,30,Female,5,75,Male,Family,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2022-10-13 16:35:30,26.4499,80.3319,44,Male,5,46,Female,Friend,Yes,Unsolved
Uttar Pradesh,Gosainganj,Lucknow,Kidnapping,2021-06-20 22:31:30,26.8467,80.9462,47,Male,2,51,Female,Friend,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,2021-04-10 03:07:30,11.0168,76.9558,33,Female,5,22,Female,Stranger,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Murder,2025-01-16 15:07:30,11.0168,76.9558,37,Female,5,42,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Assault,2021-01-20 01:40:30,25.3176,82.9739,49,Male,0,40,Female,Colleague,Yes,Ongoing
Maharashtra,Thane,Mumbai,Kidnapping,2021-01-01 05:56:30,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Burglary,2023-12-18 02:28:30,26.8467,80.9462,60,Male,5,75,Male,Neighbor,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2021-12-25 07:09:30,25.3176,82.9739,58,Female,0,19,Male,Friend,No,Unsolved
Maharashtra,Pune,Pune,Assault,2020-11-24 06:42:30,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Maharashtra,Thane,Thane,Murder,2021-07-07 03:27:30,19.2183,72.9781,37,Female,1,17,Male,Colleague,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Murder,2022-05-23 18:17:30,25.3176,82.9739,46,Male,4,43,Female,Colleague,No,Solved
Maharashtra,Pune,Pune,Murder,2023-06-12 01:25:30,18.5204,73.8567,29,Female,3,72,Male,Neighbor,Yes,Unsolved
Maharashtra,Kalyan,Mumbai,Kidnapping,2024-02-26 13:29:30,19.076,72.8777,25,Female,3,14,Male,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2021-06-25 09:10:30,11.0168,76.9558,46,Male,0,66,Female,Family,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Burglary,2021-04-20 02:54:30,25.3176,82.9739,18,Male,3,32,Female,Stranger,Yes,Ongoing
Maharashtra,Thane,Thane,Theft,2023-06-16 15:44:30,19.2183,72.9781,53,Female,1,66,Male,Stranger,No,Ongoing
Maharashtra,Dombivli,Mumbai,Theft,2022-12-14 14:16:30,19.076,72.8777,21,Female,2,63,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Fraud,2023-06-09 19:26:30,25.3176,82.9739,32,Female,5,53,Female,Friend,No,Unsolved
Tamil Nadu,Chennai,Chennai,Theft,2023-04-17 10:20:30,13.0827,80.2707,58,Female,4,31,Male,Stranger,Yes,Ongoing
Maharashtra,Pune,Pune,Fraud,2022-04-03 22:31:30,18.5204,73.8567,31,Male,3,55,Female,Stranger,No,Ongoing
Uttar Pradesh,Barabanki,Lucknow,Murder,2023-03-29 11:58:30,26.8467,80.9462,57,Male,5,7,Male,Friend,No,Ongoing
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Murder,2021-05-24 13:00:30,26.8467,80.9462,24,Female,1,28,Female,Stranger,Yes,Solved
Uttar Pradesh,Agra,Agra,Murder,2021-02-18 09:03:30,27.1767,78.0081,41,Female,0,43,Male,Colleague,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,2021-01-03 02:35:30,11.0168,76.9558,32,Female,2,61,Female,Colleague,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2021-04-24 10:40:30,11.0168,76.9558,57,Female,3,64,Female,Family,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Theft,2022-05-25 15:49:30,21.1458,79.0882,23,Male,0,40,Male,Stranger,No,Solved
Uttar Pradesh,Malihabad,Lucknow,Theft,2024-12-07 09:33:30,26.8467,80.9462,27,Male,5,33,Male,Family,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2024-12-31 18:12:30,25.3176,82.9739,18,Male,2,61,Male,Colleague,No,Solved
Maharashtra,Navi Mumbai,Mumbai,Theft,2020-10-26 08:48:30,19.076,72.8777,32,Female,5,29,Female,Colleague,Yes,Ongoing
Maharashtra,Thane,Mumbai,Kidnapping,2021-01-01 05:56:30,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved
Uttar Pradesh,Gosainganj,Lucknow,Assault,2022-02-07 23:04:30,26.8467,80.9462,47,Male,5,50,Male,Friend,Yes,Unsolved
Maharashtra,Dombivli,Mumbai,Burglary,2023-03-31 17:35:30,19.076,72.8777,48,Female,1,54,Female,Stranger,No,Solved
Tamil Nadu,Chennai,Chennai,Assault,2021-05-22 14:03:30,13.0827,80.2707,28,Male,0,65,Male,Stranger,Yes,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2021-05-04 08:34:30,13.0827,80.2707,48,Male,0,65,Female,Colleague,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2022-08-10 12:20:30,11.0168,76.9558,56,Male,1,59,Male,Friend,Yes,Solved
Uttar Pradesh,Agra,Agra,Assault,2020-09-23 15:35:30,27.1767,78.0081,31,Female,0,77,Female,Friend,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Assault,2023-03-12 13:06:30,11.0168,76.9558,34,Female,3,14,Male,Stranger,Yes,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-02-06 18:10:30,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Maharashtra,Pune,Pune,Theft,2021-04-16 19:06:30,18.5204,73.8567,42,Female,1,11,Male,Neighbor,No,Ongoing
Maharashtra,Pune,Pune,Burglary,2024-08-24 04:18:30,18.5204,73.8567,32,Female,0,37,Female,Friend,Yes,Ongoing
Maharashtra,Thane,Thane,Assault,2020-11-08 02:53:30,19.2183,72.9781,56,Female,0,17,Male,Stranger,No,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,2020-10-24 17:19:30,21.1458,79.0882,42,Female,1,12,Male,Family,Yes,Solved
Uttar Pradesh,Kakori,Lucknow,Fraud,2024-04-12 15:38:30,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2021-03-06 07:44:30,13.0827,80.2707,25,Male,5,62,Female,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Assault,2021-11-19 01:50:30,27.1767,78.0081,22,Male,1,12,Female,Colleague,No,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,2023-11-29 09:48:30,21.1458,79.0882,32,Male,3,76,Male,Neighbor,No,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Burglary,2022-07-28 11:15:30,19.076,72.8777,34,Male,2,44,Male,Family,Yes,Solved
Maharashtra,Pune,Pune,Theft,2023-07-14 20:03:30,18.5204,73.8567,39,Male,5,43,Female,Friend,No,Ongoing
Uttar Pradesh,Chinhat,Lucknow,Kidnapping,2021-10-18 11:50:30,26.8467,80.9462,59,Female,3,64,Female,Colleague,No,Solved
Maharashtra,Pune,Pune,Kidnapping,2020-07-23 21:44:30,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2023-06-09 19:26:30,25.3176,82.9739,32,Female,5,53,Female,Friend,No,Unsolved
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-02-06 18:10:30,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Maharashtra,Pune,Pune,Murder,2024-11-11 21:05:30,18.5204,73.8567,33,Male,3,76,Male,Family,Yes,Solved
Uttar Pradesh,Barabanki,Lucknow,Fraud,2024-01-04 03:21:30,26.8467,80.9462,35,Female,3,76,Female,Colleague,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2024-10-14 00:28:30,11.0168,76.9558,39,Male,0,46,Male,Stranger,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2020-12-13 12:18:30,26.4499,80.3319,55,Male,1,48,Male,Family,Yes,Solved
Uttar Pradesh,Chinhat,Lucknow,Theft,2022-03-06 13:15:30,26.8467,80.9462,31,Male,1,50,Female,Friend,No,Solved
Tamil Nadu,Chennai,Chennai,Assault,2023-05-09 19:20:30,13.0827,80.2707,34,Male,3,42,Female,Colleague,Yes,Ongoing
Maharashtra,Thane,Thane,Murder,2021-11-28 09:43:30,19.2183,72.9781,45,Female,4,72,Female,Family,No,Unsolved
