State,City,District,Crime Type,Date & Time,Latitude,Longitude,Accused Age,Accused Gender,Prior Convictions,Victim Age,Victim Gender,Victim Relationship,FIR Filed,Case Status,Area
Maharashtra,Thane,Thane,Theft,12/15/2022 11:44,19.155808,72.903764,49,Male,1,6,Female,Friend,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Kidnapping,11/19/2023 8:19,19.192219,72.935025,20,Female,3,48,Female,Stranger,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Murder,5/26/2024 20:11,19.235678,72.968487,21,Female,5,67,Male,Colleague,Yes,Pending,Louis Wadi
Maharashtra,Thane,Thane,Fraud,9/7/2023 13:30,19.295764,72.932438,46,Male,4,60,Male,Neighbor,No,Pending,Kopri
Maharashtra,Thane,Thane,Burglary,2/1/2023 7:33,19.2183,72.9781,35,Female,3,23,Female,Stranger,No,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Kidnapping,7/15/2021 20:31,19.188452,72.995846,64,Male,5,29,Female,Friend,Yes,Solved,Patlipada
Maharashtra,Thane,Thane,Kidnapping,9/29/2022 14:40,19.226897,73.163672,51,Male,1,44,Male,Family,Yes,Solved,Kopri
Maharashtra,Thane,Thane,Theft,6/5/2024 22:18,19.2183,72.9781,55,Female,3,35,Female,Stranger,Yes,Solved,Manpada
Maharashtra,Thane,Thane,Assault,9/28/2024 7:44,19.154275,73.110265,27,Female,3,22,Male,Friend,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Cheating,7/26/2020 2:08,19.274021,73.107235,57,Male,1,49,Female,Friend,No,Ongoing,Naupada
Maharashtra,Thane,Thane,Assault,1/24/2024 6:24,19.282924,73.082353,42,Female,4,49,Male,Colleague,No,Ongoing,Brahmand
Maharashtra,Thane,Thane,Domestic Violence,4/7/2024 10:38,19.150492,72.981882,57,Female,5,71,Male,Colleague,No,Pending,Louis Wadi
Maharashtra,Thane,Mumbai,Theft,7/21/2020 14:51,19.076,72.8777,57,Female,1,16,Male,Colleague,No,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Robbery,1/3/2023 0:18,19.150557,73.142855,30,Female,4,37,Female,Friend,No,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Murder,10/8/2022 16:46,19.23004,72.955875,61,Male,3,22,Female,Neighbor,No,Pending,Kolshet
Maharashtra,Thane,Thane,Kidnapping,11/6/2022 20:54,19.267782,73.101661,53,Female,0,41,Female,Colleague,No,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Kidnapping,8/28/2020 17:30,19.258453,72.921964,56,Male,4,76,Female,Neighbor,No,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Drug Offense,8/20/2023 20:53,19.226837,73.121561,16,Male,0,78,Male,Family,Yes,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Drug Offense,6/19/2024 23:57,19.238579,72.984998,61,Male,3,23,Female,Colleague,Yes,Pending,Louis Wadi
Maharashtra,Thane,Thane,Domestic Violence,4/15/2020 19:21,19.283418,73.026,36,Male,2,53,Male,Friend,No,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Theft,2/21/2023 19:07,19.184487,73.16157,34,Male,2,80,Male,Stranger,No,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Domestic Violence,2/5/2023 8:26,19.272644,72.910283,38,Male,3,40,Male,Friend,Yes,Ongoing,Kopri
Maharashtra,Thane,Thane,Domestic Violence,8/16/2023 5:59,19.150172,73.149336,61,Female,0,26,Male,Neighbor,Yes,Ongoing,Saket
Maharashtra,Thane,Thane,Drug Offense,7/17/2018 15:41,19.253231,72.957159,50,Female,1,23,Female,Colleague,No,Pending,Kasarvadavali
Maharashtra,Thane,Thane,Cybercrime,4/14/2022 14:02,19.291693,73.076085,41,Female,3,65,Male,Colleague,No,Ongoing,Kolshet
Maharashtra,Thane,Thane,Assault,8/9/2018 6:48,19.299332,73.133368,28,Male,3,31,Male,Colleague,Yes,Pending,Naupada
Maharashtra,Thane,Thane,Theft,10/27/2018 5:04,19.247185,73.197822,53,Female,2,46,Female,Friend,Yes,Pending,Majiwada
Maharashtra,Thane,Thane,Cybercrime,5/10/2025 23:54,19.29707,73.175363,52,Male,0,72,Male,Family,No,Ongoing,Saket
Maharashtra,Thane,Thane,Murder,2/14/2021 2:30,19.153939,73.197217,25,Female,5,54,Female,Neighbor,Yes,Solved,Charai
Maharashtra,Thane,Thane,Theft,2/1/2024 8:47,19.176225,72.97516,56,Male,0,28,Female,Friend,No,Ongoing,Manpada
Maharashtra,Thane,Thane,Domestic Violence,7/31/2021 13:12,19.25774,73.076112,65,Male,2,14,Female,Family,No,Solved,Vartak Nagar
Maharashtra,Thane,Thane,Domestic Violence,4/13/2024 5:23,19.287126,73.183416,46,Male,4,42,Female,Colleague,No,Solved,Charai
Maharashtra,Thane,Thane,Kidnapping,5/28/2024 7:01,19.174284,72.95924,43,Male,4,23,Male,Neighbor,No,Pending,Kolshet
Maharashtra,Thane,Thane,Burglary,7/29/2024 4:51,19.2183,72.9781,59,Female,0,75,Male,Stranger,Yes,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Cheating,10/24/2023 7:58,19.267015,72.982919,32,Female,0,49,Female,Friend,No,Ongoing,Kopri
Maharashtra,Thane,Thane,Burglary,2/5/2023 8:31,19.2183,72.9781,18,Female,1,13,Female,Neighbor,Yes,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Fraud,2/2/2019 9:22,19.248471,73.142427,48,Male,4,17,Male,Stranger,Yes,Pending,Teen Hath Naka
Maharashtra,Thane,Thane,Cybercrime,9/5/2019 2:50,19.224855,72.933593,62,Female,4,7,Female,Colleague,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Robbery,7/8/2025 17:04,19.158314,72.945969,59,Female,0,57,Male,Neighbor,Yes,Ongoing,Louis Wadi
Maharashtra,Thane,Thane,Cheating,11/11/2024 22:41,19.254056,72.984534,20,Female,3,32,Male,Stranger,Yes,Ongoing,Saket
Maharashtra,Thane,Thane,Robbery,7/25/2018 10:28,19.158196,73.110752,36,Female,4,56,Female,Family,Yes,Ongoing,Kolshet
Maharashtra,Thane,Thane,Assault,1/9/2021 21:20,19.287891,73.030671,59,Female,5,17,Female,Family,No,Solved,Louis Wadi
Maharashtra,Thane,Thane,Robbery,2/11/2025 16:00,19.164776,73.122799,65,Male,0,34,Female,Family,Yes,Ongoing,Kolshet
Maharashtra,Thane,Thane,Kidnapping,9/25/2020 9:16,19.174112,72.900088,45,Female,4,25,Female,Neighbor,No,Pending,Kopri
Maharashtra,Thane,Thane,Theft,8/19/2025 5:55,19.165843,73.186337,55,Female,1,24,Female,Colleague,No,Ongoing,Majiwada
Maharashtra,Thane,Thane,Robbery,7/16/2025 0:59,19.241149,73.159554,36,Male,2,35,Male,Neighbor,Yes,Ongoing,Patlipada
Maharashtra,Thane,Thane,Kidnapping,7/6/2018 10:54,19.240064,73.000519,56,Female,3,57,Female,Family,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Murder,8/23/2019 15:01,19.278032,73.093683,31,Female,0,26,Female,Neighbor,Yes,Pending,Manpada
Maharashtra,Thane,Thane,Cheating,11/11/2019 17:34,19.198614,72.925266,62,Female,4,48,Male,Family,Yes,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Assault,11/18/2023 23:15,19.299571,73.123724,56,Male,2,47,Male,Family,No,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Kidnapping,4/28/2018 0:18,19.152458,73.192119,50,Male,3,79,Male,Colleague,Yes,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Cybercrime,3/31/2022 10:43,19.166894,73.108065,36,Female,3,47,Female,Neighbor,Yes,Pending,Panchpakhadi
Maharashtra,Thane,Thane,Drug Offense,2/8/2020 13:02,19.180291,73.079176,42,Male,0,8,Male,Colleague,Yes,Solved,Louis Wadi
Maharashtra,Thane,Thane,Theft,9/22/2025 8:40,19.245142,72.994316,36,Female,1,43,Male,Neighbor,Yes,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Robbery,9/22/2024 13:42,19.216703,72.997218,65,Male,4,14,Female,Friend,No,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Robbery,9/9/2025 3:01,19.151645,72.969921,52,Male,2,10,Male,Friend,Yes,Solved,Saket
Maharashtra,Thane,Thane,Drug Offense,12/13/2023 23:40,19.299161,72.960711,35,Female,4,43,Male,Family,No,Ongoing,Kopri
Maharashtra,Thane,Thane,Fraud,4/11/2024 15:37,19.23627,72.974241,37,Male,0,78,Female,Friend,No,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Murder,8/19/2023 5:44,19.224043,73.198268,22,Male,1,56,Female,Colleague,No,Pending,Dhokali
Maharashtra,Thane,Thane,Kidnapping,5/12/2024 19:31,19.163766,72.96777,27,Male,0,69,Male,Friend,No,Solved,Naupada
Maharashtra,Thane,Thane,Murder,6/16/2025 5:44,19.265721,73.025198,23,Male,5,54,Female,Neighbor,Yes,Pending,Louis Wadi
Maharashtra,Thane,Mumbai,Theft,11/12/2021 2:40,19.076,72.8777,41,Female,5,42,Female,Friend,No,Solved,Manpada
Maharashtra,Thane,Thane,Domestic Violence,1/22/2021 6:26,19.160406,73.025834,26,Female,0,34,Male,Family,Yes,Solved,Vartak Nagar
Maharashtra,Thane,Thane,Kidnapping,9/26/2021 12:31,19.272871,73.160027,41,Female,4,54,Female,Stranger,No,Pending,Vartak Nagar
Maharashtra,Thane,Thane,Fraud,2/12/2023 1:34,19.270183,73.038471,23,Female,1,15,Male,Neighbor,Yes,Pending,Brahmand
Maharashtra,Thane,Thane,Cheating,2/9/2022 13:32,19.268674,73.182982,69,Female,3,17,Male,Family,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Theft,8/6/2025 4:44,19.23493,73.140195,40,Female,3,76,Female,Colleague,No,Pending,Louis Wadi
Maharashtra,Thane,Thane,Kidnapping,3/31/2023 5:33,19.205026,72.953849,62,Male,1,10,Female,Family,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Theft,4/20/2020 14:21,19.238201,73.037417,53,Male,4,53,Female,Family,Yes,Pending,Manpada
Maharashtra,Thane,Thane,Fraud,5/21/2020 22:55,19.171048,73.163437,31,Female,5,31,Female,Neighbor,No,Ongoing,Manpada
Maharashtra,Thane,Thane,Domestic Violence,10/19/2018 19:45,19.211515,72.921007,31,Male,1,54,Female,Neighbor,Yes,Ongoing,Teen Hath Naka
Maharashtra,Thane,Thane,Robbery,12/4/2018 1:57,19.299131,73.063052,67,Male,0,43,Female,Friend,No,Pending,Louis Wadi
Maharashtra,Thane,Thane,Robbery,12/12/2022 22:16,19.154982,73.169156,66,Female,2,15,Female,Family,Yes,Pending,Charai
Maharashtra,Thane,Thane,Cheating,4/4/2018 9:59,19.264091,73.150423,29,Male,0,37,Female,Family,Yes,Ongoing,Kopri
Maharashtra,Thane,Thane,Fraud,9/12/2020 7:07,19.242117,73.016489,68,Male,1,27,Female,Colleague,Yes,Pending,Teen Hath Naka
Maharashtra,Thane,Thane,Fraud,1/15/2025 14:21,19.212005,72.953193,22,Male,3,29,Female,Neighbor,Yes,Solved,Charai
Maharashtra,Thane,Thane,Robbery,4/12/2018 10:40,19.260902,73.193537,60,Male,1,80,Female,Colleague,No,Pending,Kasarvadavali
Maharashtra,Thane,Thane,Drug Offense,12/5/2020 18:39,19.190036,72.924847,19,Male,1,42,Male,Stranger,Yes,Solved,Saket
Maharashtra,Thane,Thane,Theft,1/6/2021 15:10,19.278156,73.128305,62,Female,4,71,Male,Neighbor,Yes,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Fraud,7/20/2022 5:43,19.20274,73.060712,33,Female,0,38,Male,Colleague,No,Ongoing,Patlipada
Maharashtra,Thane,Thane,Kidnapping,9/30/2019 13:05,19.264555,72.924747,30,Male,0,49,Male,Friend,Yes,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Fraud,11/3/2020 19:42,19.150983,72.981218,21,Male,4,55,Male,Colleague,No,Ongoing,Naupada
Maharashtra,Thane,Thane,Cybercrime,11/27/2023 20:24,19.223431,73.159262,69,Female,2,14,Male,Neighbor,Yes,Solved,Manpada
Maharashtra,Thane,Thane,Assault,9/19/2022 16:32,19.188212,73.020911,61,Male,4,22,Male,Neighbor,Yes,Ongoing,Saket
Maharashtra,Thane,Thane,Theft,9/9/2021 11:10,19.19334,72.91634,44,Female,0,8,Male,Friend,Yes,Solved,Majiwada
Maharashtra,Thane,Thane,Murder,7/19/2018 3:46,19.209161,72.921199,68,Male,3,12,Male,Stranger,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Theft,8/18/2019 22:12,19.242143,73.03778,28,Female,3,14,Male,Family,No,Pending,Louis Wadi
Maharashtra,Thane,Thane,Drug Offense,7/24/2021 21:58,19.181436,72.944256,63,Male,1,57,Male,Stranger,Yes,Pending,Charai
Maharashtra,Thane,Thane,Cybercrime,3/31/2024 21:26,19.274283,73.187668,21,Female,2,79,Male,Neighbor,Yes,Pending,Kasarvadavali
Maharashtra,Thane,Mumbai,Theft,7/21/2020 14:51,19.076,72.8777,57,Female,1,16,Male,Colleague,No,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Drug Offense,4/28/2022 6:16,19.204848,72.909266,70,Male,2,19,Female,Colleague,Yes,Solved,Vartak Nagar
Maharashtra,Thane,Thane,Assault,2/24/2025 4:08,19.259733,73.117846,21,Male,4,60,Female,Stranger,Yes,Pending,Ghodbunder Road
Maharashtra,Thane,Thane,Assault,11/22/2025 3:28,19.150411,72.996175,27,Male,0,79,Male,Family,No,Solved,Louis Wadi
Maharashtra,Thane,Thane,Theft,3/30/2021 14:53,19.170227,72.940349,56,Female,5,76,Female,Friend,No,Ongoing,Saket
Maharashtra,Thane,Thane,Robbery,5/22/2023 18:06,19.198251,73.034853,40,Male,4,70,Female,Neighbor,Yes,Pending,Ghodbunder Road
Maharashtra,Thane,Thane,Theft,3/29/2022 0:16,19.1746,73.098143,27,Male,1,45,Female,Neighbor,Yes,Solved,Kolshet
Maharashtra,Thane,Thane,Assault,11/8/2020 2:53,19.2183,72.9781,56,Female,0,17,Male,Stranger,No,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Drug Offense,3/13/2022 7:58,19.249559,73.046872,27,Male,4,18,Male,Family,Yes,Solved,Kolshet
Maharashtra,Thane,Thane,Theft,3/19/2024 23:31,19.293114,73.031995,35,Male,3,79,Male,Stranger,No,Pending,Manpada
Maharashtra,Thane,Thane,Cybercrime,7/22/2021 21:38,19.173504,73.122409,25,Female,4,60,Male,Friend,Yes,Ongoing,Manpada
Maharashtra,Thane,Thane,Fraud,2/14/2022 9:01,19.267083,73.091238,27,Male,2,35,Female,Stranger,No,Pending,Kolshet
Maharashtra,Thane,Thane,Kidnapping,5/25/2024 23:08,19.289467,72.932349,68,Female,0,15,Female,Neighbor,No,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Robbery,5/6/2024 19:23,19.257218,73.169002,24,Male,5,41,Male,Colleague,Yes,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Domestic Violence,3/21/2018 14:02,19.295784,73.0952,21,Male,2,37,Female,Neighbor,Yes,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Domestic Violence,2/20/2023 5:38,19.232941,72.998294,21,Male,5,65,Female,Stranger,No,Pending,Saket
Maharashtra,Thane,Thane,Assault,10/12/2020 9:21,19.19014,73.196333,33,Female,2,68,Female,Stranger,No,Ongoing,Teen Hath Naka
Maharashtra,Thane,Thane,Robbery,1/15/2019 19:35,19.229035,72.938668,57,Female,2,66,Male,Stranger,No,Solved,Majiwada
Maharashtra,Thane,Thane,Fraud,8/27/2025 18:59,19.23498,72.927388,63,Female,1,70,Male,Colleague,No,Pending,Patlipada
Maharashtra,Thane,Thane,Theft,10/25/2023 7:55,19.271697,72.947724,62,Female,1,70,Male,Colleague,Yes,Pending,Wagle Estate
Maharashtra,Thane,Thane,Burglary,7/29/2024 4:51,19.2183,72.9781,59,Female,0,75,Male,Stranger,Yes,Unsolved,Vartak Nagar
Maharashtra,Thane,Mumbai,Kidnapping,1/1/2021 5:56,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved,Kasarvadavali
Maharashtra,Thane,Thane,Cybercrime,8/23/2022 19:25,19.179342,72.950565,64,Female,4,75,Female,Family,No,Pending,Ghodbunder Road
Maharashtra,Thane,Thane,Murder,12/31/2018 22:01,19.164241,72.939961,16,Female,0,30,Male,Friend,No,Pending,Ghodbunder Road
Maharashtra,Thane,Thane,Cybercrime,11/14/2022 14:38,19.16056,73.072282,30,Female,1,71,Female,Friend,Yes,Pending,Louis Wadi
Maharashtra,Thane,Thane,Kidnapping,4/1/2025 20:06,19.289509,73.193695,55,Male,4,12,Male,Neighbor,Yes,Pending,Wagle Estate
Maharashtra,Thane,Thane,Murder,11/21/2022 14:20,19.232839,72.953191,50,Male,3,70,Male,Family,No,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Kidnapping,8/2/2025 4:02,19.295709,73.093248,56,Female,4,21,Female,Neighbor,No,Ongoing,Patlipada
Maharashtra,Thane,Thane,Theft,10/19/2018 1:19,19.255566,73.180439,67,Male,0,61,Male,Friend,No,Ongoing,Patlipada
Maharashtra,Thane,Thane,Kidnapping,3/3/2023 23:23,19.283579,73.090925,36,Male,2,47,Male,Colleague,No,Pending,Louis Wadi
Maharashtra,Thane,Thane,Theft,9/18/2020 22:37,19.241103,73.113644,63,Male,1,57,Female,Stranger,Yes,Solved,Wagle Estate
Maharashtra,Thane,Thane,Robbery,2/10/2020 7:55,19.299463,72.994285,65,Female,0,54,Female,Colleague,No,Pending,Louis Wadi
Maharashtra,Thane,Thane,Fraud,5/4/2022 0:14,19.2183,72.9781,56,Female,1,45,Male,Friend,Yes,Ongoing,Manpada
Maharashtra,Thane,Thane,Drug Offense,8/11/2025 8:18,19.276988,73.020583,34,Female,1,47,Male,Colleague,Yes,Ongoing,Brahmand
Maharashtra,Thane,Thane,Kidnapping,3/7/2019 2:21,19.276419,72.94837,54,Male,2,13,Female,Family,Yes,Solved,Patlipada
Maharashtra,Thane,Thane,Fraud,11/23/2022 0:54,19.294255,73.009852,35,Male,2,62,Male,Neighbor,Yes,Pending,Manpada
Maharashtra,Thane,Thane,Murder,2/5/2019 4:43,19.255993,73.160351,33,Male,2,35,Male,Stranger,Yes,Pending,Wagle Estate
Maharashtra,Thane,Thane,Fraud,2/17/2020 22:50,19.245824,73.196804,64,Female,5,14,Female,Neighbor,No,Ongoing,Louis Wadi
Maharashtra,Thane,Thane,Robbery,6/11/2021 2:19,19.283062,73.058792,64,Male,4,67,Female,Family,No,Solved,Wagle Estate
Maharashtra,Thane,Thane,Fraud,6/6/2025 12:28,19.254721,73.145716,35,Female,2,48,Male,Friend,No,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Theft,3/13/2020 16:42,19.29226,73.106174,24,Female,3,12,Female,Friend,No,Pending,Kolshet
Maharashtra,Thane,Thane,Assault,9/9/2020 11:18,19.264055,73.119125,41,Female,4,67,Female,Colleague,No,Solved,Kolshet
Maharashtra,Thane,Thane,Theft,5/10/2025 8:20,19.207439,72.925324,21,Female,0,70,Female,Stranger,Yes,Ongoing,Patlipada
Maharashtra,Thane,Thane,Fraud,12/18/2018 12:32,19.158792,72.901892,26,Male,3,48,Male,Family,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Theft,8/9/2021 4:18,19.208648,72.90115,60,Female,2,31,Female,Family,Yes,Ongoing,Naupada
Maharashtra,Thane,Thane,Cheating,12/26/2018 4:39,19.191916,72.903027,50,Male,5,43,Male,Stranger,No,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Robbery,2/10/2025 6:50,19.292045,73.148714,40,Female,4,52,Male,Neighbor,Yes,Solved,Charai
Maharashtra,Thane,Thane,Drug Offense,3/31/2022 19:25,19.178909,73.026847,40,Female,1,6,Male,Friend,No,Solved,Wagle Estate
Maharashtra,Thane,Thane,Fraud,1/2/2024 15:47,19.2183,72.9781,43,Female,1,32,Female,Colleague,No,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Theft,9/26/2018 0:51,19.151088,73.03588,33,Male,4,43,Male,Neighbor,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Drug Offense,8/22/2019 5:23,19.283229,73.131223,53,Female,5,44,Male,Neighbor,Yes,Ongoing,Kolshet
Maharashtra,Thane,Thane,Cheating,2/24/2018 15:27,19.224782,72.959315,33,Female,2,8,Male,Neighbor,Yes,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Theft,10/30/2024 12:06,19.225388,73.055672,31,Male,1,60,Female,Stranger,No,Pending,Manpada
Maharashtra,Thane,Thane,Theft,3/17/2024 18:45,19.219102,73.104889,43,Male,3,61,Male,Neighbor,No,Solved,Kolshet
Maharashtra,Thane,Thane,Assault,1/7/2023 22:25,19.2183,72.9781,25,Female,4,45,Male,Stranger,No,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Theft,2/26/2024 10:22,19.280206,73.025423,35,Female,2,27,Male,Neighbor,No,Solved,Teen Hath Naka
Maharashtra,Thane,Thane,Fraud,1/15/2019 10:58,19.287513,73.009928,58,Female,1,65,Female,Friend,No,Solved,Saket
Maharashtra,Thane,Thane,Kidnapping,11/16/2020 4:55,19.258745,73.038286,70,Female,1,12,Female,Neighbor,Yes,Ongoing,Kopri
Maharashtra,Thane,Thane,Murder,3/10/2022 5:43,19.252654,72.969428,66,Female,2,75,Female,Family,Yes,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Assault,1/26/2022 17:04,19.277136,73.007945,26,Female,2,36,Female,Friend,Yes,Pending,Vartak Nagar
Maharashtra,Thane,Thane,Domestic Violence,10/20/2018 2:25,19.277717,72.904641,27,Male,4,57,Female,Family,Yes,Solved,Vartak Nagar
Maharashtra,Thane,Thane,Murder,11/6/2019 12:07,19.293691,73.142186,60,Female,2,35,Female,Colleague,No,Ongoing,Teen Hath Naka
Maharashtra,Thane,Thane,Domestic Violence,2/26/2019 9:12,19.208708,72.967073,60,Female,1,78,Male,Family,No,Pending,Ghodbunder Road
Maharashtra,Thane,Thane,Murder,5/13/2024 2:48,19.228374,73.01786,19,Female,2,53,Female,Friend,Yes,Ongoing,Kopri
Maharashtra,Thane,Thane,Fraud,9/26/2020 11:37,19.169222,73.084773,24,Male,3,66,Female,Neighbor,No,Ongoing,Manpada
Maharashtra,Thane,Thane,Theft,10/29/2021 3:25,19.298387,72.976281,16,Male,0,54,Female,Colleague,No,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Cheating,11/14/2020 6:52,19.18389,72.99505,39,Male,2,20,Male,Friend,No,Ongoing,Majiwada
Maharashtra,Thane,Thane,Assault,1/18/2025 2:28,19.274196,73.115349,68,Female,0,41,Female,Friend,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Drug Offense,1/29/2024 22:51,19.186172,73.171634,42,Female,2,39,Male,Friend,Yes,Pending,Teen Hath Naka
Maharashtra,Thane,Thane,Robbery,6/6/2020 4:12,19.232049,72.919363,37,Male,3,49,Male,Neighbor,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Theft,4/7/2021 14:28,19.181612,73.016119,39,Female,4,44,Female,Colleague,Yes,Pending,Wagle Estate
Maharashtra,Thane,Thane,Burglary,2/5/2023 8:31,19.2183,72.9781,18,Female,1,13,Female,Neighbor,Yes,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Kidnapping,8/24/2019 3:34,19.202895,73.019978,62,Female,0,6,Male,Stranger,No,Pending,Manpada
Maharashtra,Thane,Thane,Domestic Violence,2/4/2021 17:05,19.216563,73.064848,16,Female,2,60,Female,Family,Yes,Solved,Brahmand
Maharashtra,Thane,Thane,Robbery,1/7/2020 4:08,19.252554,73.144243,44,Female,4,44,Male,Stranger,No,Ongoing,Saket
Maharashtra,Thane,Thane,Murder,10/9/2024 11:26,19.201656,73.14498,47,Male,4,22,Female,Colleague,No,Ongoing,Kolshet
Maharashtra,Thane,Thane,Murder,9/11/2023 21:53,19.286895,73.055833,32,Female,2,71,Female,Colleague,No,Ongoing,Manpada
Maharashtra,Thane,Thane,Drug Offense,10/27/2020 4:50,19.204283,73.020827,63,Female,1,49,Male,Neighbor,No,Pending,Dhokali
Maharashtra,Thane,Thane,Murder,6/12/2022 15:07,19.226037,73.128255,45,Female,3,46,Female,Stranger,No,Ongoing,Majiwada
Maharashtra,Thane,Thane,Fraud,7/22/2023 9:30,19.237433,72.99148,26,Female,1,39,Female,Family,No,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Murder,2/14/2021 21:04,19.199331,73.099211,28,Male,3,68,Female,Colleague,Yes,Ongoing,Patlipada
Maharashtra,Thane,Thane,Assault,6/23/2020 17:15,19.273499,72.959103,61,Female,4,66,Male,Neighbor,No,Solved,Brahmand
Maharashtra,Thane,Thane,Burglary,2/1/2023 7:33,19.2183,72.9781,35,Female,3,23,Female,Stranger,No,Unsolved,Panchpakhadi
Maharashtra,Thane,Thane,Cybercrime,2/20/2018 22:35,19.188674,73.013361,55,Female,1,28,Female,Family,No,Solved,Majiwada
Maharashtra,Thane,Thane,Domestic Violence,5/3/2023 7:58,19.224717,73.143953,41,Male,2,66,Female,Stranger,Yes,Solved,Dhokali
Maharashtra,Thane,Thane,Assault,7/4/2020 5:20,19.211467,73.187067,19,Male,2,80,Female,Friend,Yes,Ongoing,Kolshet
Maharashtra,Thane,Thane,Drug Offense,9/19/2018 8:13,19.20114,73.148004,27,Female,3,18,Male,Neighbor,No,Pending,Vartak Nagar
Maharashtra,Thane,Thane,Murder,4/25/2019 20:09,19.246717,73.101501,49,Male,3,52,Female,Friend,Yes,Ongoing,Brahmand
Maharashtra,Thane,Thane,Cheating,2/13/2022 7:50,19.221089,72.995973,16,Male,0,72,Male,Colleague,No,Pending,Kopri
Maharashtra,Thane,Thane,Domestic Violence,4/27/2025 19:30,19.163501,72.936925,32,Female,2,22,Female,Friend,Yes,Solved,Dhokali
Maharashtra,Thane,Thane,Domestic Violence,8/20/2024 9:30,19.189037,72.908203,36,Female,2,33,Female,Stranger,Yes,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Kidnapping,1/20/2019 19:52,19.262485,73.128076,66,Female,5,52,Female,Neighbor,No,Ongoing,Kolshet
Maharashtra,Thane,Thane,Murder,1/1/2021 15:41,19.282261,73.170266,30,Female,3,76,Male,Family,No,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Robbery,1/17/2021 12:46,19.292708,73.055815,22,Male,3,30,Female,Friend,No,Solved,Vartak Nagar
Maharashtra,Thane,Thane,Theft,10/19/2020 8:22,19.285079,73.183443,62,Female,5,13,Female,Colleague,Yes,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Assault,8/27/2022 3:15,19.2183,72.9781,51,Male,5,16,Female,Stranger,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Cheating,1/27/2021 20:53,19.248045,73.185907,20,Male,2,59,Male,Neighbor,No,Pending,Kolshet
Maharashtra,Thane,Thane,Theft,8/5/2024 7:45,19.227479,73.070488,39,Male,5,31,Female,Family,Yes,Solved,Manpada
Maharashtra,Thane,Thane,Murder,4/21/2019 6:54,19.287046,73.023092,32,Male,3,10,Female,Stranger,Yes,Ongoing,Dhokali
Maharashtra,Thane,Thane,Fraud,11/16/2024 7:46,19.231675,73.085913,63,Female,2,26,Female,Neighbor,Yes,Pending,Saket
Maharashtra,Thane,Thane,Cybercrime,3/24/2018 4:37,19.275524,73.168992,65,Female,3,71,Male,Colleague,Yes,Solved,Louis Wadi
